V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
M138,681.0,5420.5,5365.0,5526.5,5493.0,5434.0,5171.5,4637.0,4178.5,4303.5,4754.5,5683.0,6188.0,5546.5,4553.0,4694.5,4841.5,6244.0,5838.5,6496.0
M139,799.0,2167.0,2231.0,2954.0,2221.0,750.0,1024.0,1766.0,4107.0,5386.0,5476.0,3904.0,3823.0,3880.0,3436.0,1746.0,1071.0,3001.0,6140.0,8670.0
M140,544.0,439.05,370.95,728.4,1137.6,1519.05,1030.5,655.2,1301.4,1791.45,1918.8,2644.65,2832.9,3466.2,4249.5,4078.8,6529.5,8049.0,8069.85,8949.9
M141,912.0,1706.03,1984.73,2358.75,2816.85,3264.75,3717.45,4201.35,4796.03,5224.88,5669.17,6139.42,6965.03,7657.73,8130.23,8242.13,7871.93,7311.0,7519.88,8014.2
M142,368.0,5299.0,5066.0,5229.0,4124.5,5278.0,5650.5,5586.5,4733.5,3856.5,5632.5,5977.5,6334.0,6228.5,6405.0,5934.5,6204.5,6358.0,6031.0,5938.0
M143,487.0,1764.0,1986.0,2238.0,2374.0,2418.0,2634.0,4290.0,4736.0,5598.0,5702.0,6070.0,6878.0,6572.0,7134.0,7544.0,6744.0,7334.0,7196.0,8164.0
M144,766.0,1427.5,1748.0,2028.5,2435.0,1993.0,2458.0,2036.0,2321.5,3472.5,2047.0,2314.0,2709.5,3007.5,3286.5,3703.0,2749.5,3783.5,4504.5,5363.5
M145,884.0,1228.26,1235.82,1350.42,1528.77,1411.2,1366.05,1569.54,1658.07,1666.53,1822.26,2176.02,2733.57,3313.62,3923.31,4326.66,4720.41,5351.37,6283.68,8147.7
M146,817.0,1234.95,1841.0,2775.5,3402.15,2895.55,2151.3,2321.55,2195.7,3012.55,2880.75,2541.7,3017.3,4199.45,3330.55,3326.2,3975.25,4276.15,6718.35,7899.05
M147,923.0,6332.38,6043.28,6127.9,6262.29,6416.96,5999.64,6424.27,5769.61,5623.18,5357.77,5265.0,4900.33,4529.55,4130.8,4225.07,4181.2,4189.48,3988.72,3863.11
M148,867.0,5327.82,5097.22,5166.54,5261.9,5376.81,4953.8,5265.8,4622.31,4518.16,4258.75,4176.04,3866.36,3551.47,3312.32,3454.33,3245.4,3146.95,3055.64,2983.62
M149,893.0,4149.95,3880.95,3945.3,4511.55,4691.15,4781.0,5271.85,5086.75,4809.05,4907.35,4913.6,4558.3,4275.1,3526.8,3244.0,3880.1,3967.65,3638.95,3645.55
M150,714.0,5051.0,4876.5,3474.5,3483.5,3634.0,3474.5,4165.5,4337.5,4477.5,4220.0,4363.0,4828.0,4945.0,3958.5,5032.0,7989.0,10426.0,10264.5,7519.0
M151,891.0,7355.0,7234.0,10281.0,2841.0,2924.0,2015.0,2079.0,4320.0,5366.0,3315.0,2053.0,2575.0,2416.0,3392.0,2130.0,2805.0,2669.0,3651.0,2698.0
M152,860.0,6374.0,5837.5,7318.4,4613.0,4611.4,5623.6,6058.7,6449.9,5711.2,5474.1,4922.7,5639.5,4867.4,4342.0,4701.9,4645.7,4892.3,5229.8,5544.4
M153,621.0,1488.54,1200.03,1451.49,2576.19,2434.2,2586.21,1898.55,2958.18,3290.73,3408.39,3214.71,4205.43,4378.53,4279.68,4799.25,4902.84,5379.84,5527.05,6004.83
M154,546.0,898.0,854.0,609.5,745.5,783.0,765.0,816.5,879.0,966.5,878.5,614.5,552.0,704.5,488.5,532.0,491.0,794.5,1190.5,1025.5
M155,976.0,2404.0,2324.0,1346.0,1868.0,2078.0,1634.0,1656.0,1762.0,1772.0,1824.0,1996.0,1822.0,2560.0,1596.0,1950.0,1826.0,1792.0,2378.0,2200.0
M156,1094.0,157.8,176.6,204.8,264.0,312.4,364.8,412.2,487.0,552.6,625.2,630.0,727.4,777.2,796.6,875.2,1007.2,1169.8,1373.6,1597.8
M157,846.0,120.0,135.4,160.6,211.8,251.2,295.8,336.0,397.0,448.0,507.6,507.6,586.2,611.2,621.2,672.4,769.2,882.8,1037.8,1211.8
M158,483.0,190.0,210.0,240.0,325.0,350.0,370.0,415.0,445.0,480.0,510.0,540.0,605.0,680.0,755.0,835.0,875.0,960.0,1140.0,1470.0
M159,729.0,189.0,206.0,221.0,261.0,306.0,345.0,381.0,450.0,523.0,588.0,612.0,706.0,831.0,877.0,1014.0,1190.0,1435.0,1679.0,1930.0
M160,227.0,315.0,360.0,390.0,405.0,420.0,480.0,660.0,915.0,975.0,1005.0,1155.0,1320.0,1695.0,2355.0,2745.0,2880.0,2865.0,3975.0,7020.0
M161,709.0,841.0,923.5,1186.5,1370.5,1508.0,1758.0,1708.5,1675.5,1785.5,1943.5,1950.5,2321.5,2376.5,2451.5,2687.0,2870.5,3088.0,3560.0,3924.5
M162,636.0,2500.0,2480.0,2200.0,3490.0,4520.0,4950.0,3120.0,3040.0,2930.0,6030.0,3530.0,4120.0,3600.0,5480.0,2970.0,4640.0,3550.0,4420.0,3140.0
M163,835.0,6090.0,5880.0,5220.0,6030.0,6510.0,7080.0,6450.0,5670.0,5400.0,2460.0,4920.0,4830.0,4770.0,4980.0,5430.0,5100.0,5250.0,5160.0,5340.0
M164,1063.0,1934.4,1716.0,1894.6,2078.4,2116.4,2132.8,1874.2,2021.4,2109.0,2101.2,1913.0,1965.0,1903.4,1837.4,1888.0,1912.0,1971.4,2041.6,2132.2
M165,470.0,1595.2,1409.6,1563.4,1727.0,1758.0,1790.2,1559.6,1707.8,1789.2,1788.4,1614.2,1662.4,1605.6,1547.4,1598.2,1630.8,1691.0,1767.2,1857.2
M166,674.0,9640.0,8610.0,8130.0,9000.0,9060.0,8420.0,7670.0,7430.0,7570.0,7350.0,6750.0,6510.0,6400.0,6250.0,6190.0,5880.0,5780.0,5530.0,5440.0
M167,987.0,1494.4,1378.4,1411.8,1608.8,1610.6,1627.0,1476.8,1528.2,1620.4,1647.6,1508.8,1541.0,1513.2,1454.2,1483.4,1490.4,1547.6,1570.0,1624.4
M168,570.0,287.0,315.0,357.5,382.5,437.5,488.5,531.0,623.0,662.5,712.5,821.0,931.5,1012.5,1042.0,1173.0,1308.0,1456.5,1675.5,1946.5
M169,914.0,245.5,299.5,334.0,362.5,443.0,469.5,500.0,593.0,676.0,730.5,796.0,912.0,1001.0,1010.0,1146.0,1294.0,1420.5,1670.5,1907.0
M170,755.0,240.0,274.0,254.5,295.0,303.0,287.0,319.5,359.5,440.0,493.0,510.0,559.0,649.0,663.5,751.5,779.0,945.0,1046.5,1204.5
M171,698.0,154.5,161.0,167.0,179.5,204.5,208.5,232.0,261.5,278.0,313.0,410.5,474.5,535.0,559.5,618.0,660.0,826.5,909.5,1021.0
M172,670.0,275.3,306.6,345.6,381.8,424.0,463.5,500.5,554.0,612.5,664.5,713.4,779.2,835.8,888.9,951.2,1014.7,1093.8,1175.0,1290.5
M173,721.0,312.8,356.4,407.8,445.4,497.4,548.2,586.6,637.4,698.8,756.8,818.6,881.2,942.2,994.6,1056.0,1117.0,1184.4,1254.4,1339.8
M174,837.0,200.4,213.8,235.8,264.2,288.0,306.6,332.2,378.4,420.4,454.0,477.2,530.4,567.6,604.8,648.8,695.2,765.4,837.6,952.2
M175,1033.0,420.0,475.0,494.0,539.6,598.8,645.6,686.0,737.8,813.4,875.8,891.2,944.6,1003.8,1059.4,1123.6,1189.6,1299.2,1415.2,1542.6
M176,419.0,135.5,161.5,228.5,230.0,253.0,284.0,323.5,380.5,420.5,467.0,560.5,648.5,699.5,759.5,837.5,885.0,962.0,1045.5,1158.5
M177,1056.0,3160.0,3310.0,2570.0,4930.0,3635.0,3215.0,3590.0,4205.0,3825.0,3960.0,3640.0,3945.0,4300.0,3775.0,3790.0,4385.0,4785.0,4810.0,5045.0
M178,946.0,3820.0,4720.0,3500.0,7120.0,5660.0,5860.0,5560.0,8960.0,8540.0,8740.0,5200.0,7780.0,9540.0,5900.0,5480.0,6520.0,6420.0,5240.0,5200.0
M179,967.0,3379.0,3351.0,3955.5,3551.5,3724.5,3836.0,4047.0,4388.0,4366.0,4072.0,4274.0,4948.5,4490.5,4590.5,4780.0,4704.0,4901.0,4967.5,5084.0
M180,535.0,3372.0,3288.0,2744.0,3372.0,3130.0,3508.0,3246.0,3290.0,3846.0,3658.0,3578.0,3632.0,4006.0,3752.0,3558.0,3358.0,3618.0,3464.0,3332.0
M181,1133.0,84.5,215.8,555.0,574.1,380.55,315.45,466.15,607.05,397.35,505.5,510.2,568.65,670.9,748.15,881.85,898.5,1110.65,1361.65,1345.0
M182,666.0,136.7,83.1,337.0,975.0,637.6,450.1,516.3,730.9,452.7,528.0,391.4,427.3,1044.3,1198.2,1408.6,1351.6,1458.0,1635.1,1853.8
M183,350.0,665.9,804.25,814.1,1005.05,1210.95,1221.15,1228.75,964.45,950.5,951.4,1063.7,1218.85,1511.95,1332.35,1618.2,1773.9,2317.0,3089.35,3381.1
M184,914.0,178.4,228.7,347.3,649.5,851.1,830.5,847.0,949.6,1176.6,1147.0,1125.5,1099.7,1494.8,1597.2,1640.7,1668.6,1701.6,2022.7,2344.4
M185,420.0,287.6,178.0,286.8,1002.2,1405.2,1329.8,1289.0,1311.8,1576.8,1457.8,1079.0,863.8,2353.2,2510.4,2640.6,2563.0,2507.0,2906.0,3266.8
M186,683.0,150.5,251.95,633.3,882.65,842.4,742.6,785.25,917.5,726.55,658.55,606.0,772.6,696.1,656.85,695.2,760.9,1019.25,1377.35,1546.8
M187,818.0,270.8,428.7,1090.6,1562.6,1498.4,1283.5,1154.9,1229.9,894.2,693.3,545.2,1205.6,1101.8,1057.2,1095.0,1165.8,1369.6,1571.1,1795.0
M188,748.0,282.3,252.25,265.05,313.8,444.25,732.75,820.05,830.4,780.5,663.2,599.95,653.0,677.2,774.45,769.45,866.05,985.45,1413.35,2072.1
M189,684.0,773.0,763.5,755.0,763.5,1251.5,1912.0,2126.0,1975.5,1789.0,1224.5,1140.5,1286.0,1410.5,1951.0,1751.5,1779.0,2677.0,2801.0,4614.5
M190,960.0,767.2,811.2,929.2,911.6,1096.0,902.0,1140.8,1016.6,867.6,904.4,956.0,1054.4,1134.0,1328.6,1283.0,1257.2,1348.6,1511.4,1483.0
M191,664.0,890.5,740.0,647.5,709.0,928.0,1246.0,1405.0,1417.0,1440.5,1395.5,1637.0,1495.0,1448.5,1795.5,2035.5,2771.0,3104.0,3848.5,5380.5
M192,374.0,8319.6,6295.5,2444.3,6774.4,5358.7,5329.8,2231.8,2378.6,4250.2,5639.8,2675.7,2453.2,3721.9,1871.9,2353.8,3129.0,4515.6,5332.4,6769.9
M193,4631.45,2885.05,2136.5,5478.8,2805.6,1133.6,1171.45,712.0,4167.2,1535.25,1109.35,621.5,1924.7,1120.95,950.6,1187.2,2189.25,2225.65,3269.95,3660.8
