id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
840,Wisconsin Amber (1998),Vienna Lager,12.0,0.052,,192,Capital Brewery,Los Angeles,WI
180,Island Wheat,American Pale Wheat Ale,12.0,0.042,,192,Capital Brewery,Manhattan,WI
63,Wisconsin Amber (2013),Vienna Lager,12.0,0.052,,192,Capital Brewery,Middleton,WI
62,U.S. Pale Ale,American Pale Ale (APA),12.0,0.05,,192,Capital Brewery,Lake Geneva,WI
61,Supper Club Lager,American Pale Lager,12.0,,,192,Capital Brewery,Lahaina,WI
784,Carolina Lighthouse (2007),American Blonde Ale,12.0,0.04,,504,Carolina Beer & Beverage,Nashville,NC
783,Carolina Blonde (2006),American Blonde Ale,12.0,0.05,,504,Carolina Beer & Beverage,Montauk,NC
782,Carolina Blonde Light (2005),American Blonde Ale,12.0,0.035,,504,Carolina Beer & Beverage,Nashville,NC
2255,Santa's Secret,Winter Warmer,16.0,0.059,22.0,179,Carolina Brewery,Pittsboro,NC
530,Flagship IPA,English India Pale Ale (IPA),12.0,0.057,,179,Carolina Brewery,Lyons,NC
427,Sky Blue Golden Ale,Kölsch,12.0,0.051,,179,Carolina Brewery,Lewiston,NC
2094,Epitome,American Black Ale,16.0,0.099,100.0,222,Carton Brewing Company,Lewisburg,NJ
1941,Monkey Chased the Weasel,Berliner Weissbier,16.0,0.039,9.0,222,Carton Brewing Company,Hilo,NJ
1940,077XX,American Double / Imperial IPA,16.0,0.078,80.0,222,Carton Brewing Company,Minneapolis,NJ
1439,Boat Beer,American IPA,12.0,0.042,35.0,222,Carton Brewing Company,Atlantic Highlands,NJ
1465,Granny Smith Hard Apple Cider,Cider,16.0,0.069,,404,Cascadia Ciderworks United,Lake Geneva,OR
1464,Dry Hard Apple Cider,Cider,16.0,0.069,,404,Cascadia Ciderworks United,Lake Geneva,OR
1744,Farmer Ted's Cream Ale,Cream Ale,12.0,0.056,,331,Catawba Brewing Company,Morganton,NC
1743,Firewater India Pale Ale,American IPA,12.0,0.052,,331,Catawba Brewing Company,Morganton,NC
1742,White Zombie Ale,Witbier,12.0,0.047,,331,Catawba Brewing Company,Lakeside,NC
1719,King Winterbolt Winter Ale,Winter Warmer,12.0,0.07,,331,Catawba Brewing Company,Leavenworth,NC
638,White Zombie Ale,Witbier,12.0,0.047,,331,Catawba Brewing Company,Lakeside,NC
507,Firewater India Pale Ale,American IPA,12.0,0.052,,331,Catawba Brewing Company,Midvale,NC
480,Farmer Ted's Farmhouse Cream Ale,Cream Ale,12.0,0.056,,331,Catawba Brewing Company,Morganton,NC
1882,Whitecap Wit,Witbier,16.0,0.048,16.0,285,Catawba Island Brewing,Los Angeles,OH
1881,Seiche Scottish Ale,Scottish Ale,16.0,0.078,16.0,285,Catawba Island Brewing,Port Clinton,OH
2446,Peanut Butter Jelly Time,American Brown Ale,12.0,0.058,,96,Catawba Valley Brewing Company,Middleton,NC
2106,King Coconut,American Porter,12.0,0.054,,96,Catawba Valley Brewing Company,Morganton,NC
2600,Gone A-Rye,American Double / Imperial IPA,16.0,0.085,90.0,29,Cedar Creek Brewery,Indianapolis,TX
2210,Special Release,,16.0,,,29,Cedar Creek Brewery,Lyons,TX
2052,Dankosaurus,American IPA,16.0,0.068,70.0,29,Cedar Creek Brewery,Helena,TX
1584,Scruffy's Smoked Alt,Smoked Beer,16.0,0.051,35.0,29,Cedar Creek Brewery,Kansas City,TX
1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),16.0,0.051,36.0,29,Cedar Creek Brewery,Gloucester,TX
1050,The Lawn Ranger,Cream Ale,16.0,0.05,18.0,29,Cedar Creek Brewery,Kalamazoo,TX
1219,All American Blonde Ale,American Blonde Ale,12.0,0.05,,452,Centennial Beer Company,Manheim,CO
1218,All American Red Ale,American Amber / Red Ale,12.0,0.05,,452,Centennial Beer Company,Longmont,CO
2377,Main St. Virginia Ale,Altbier,12.0,0.05,40.0,122,Center of the Universe Brewing C...,Kansas City,VA
1839,Chin Music Amber Lager,American Amber / Red Lager,12.0,0.045,24.0,122,Center of the Universe Brewing C...,Lake Geneva,VA
1248,Main St. Virginia Ale,Altbier,12.0,0.05,40.0,122,Center of the Universe Brewing C...,Kansas City,VA
1247,Ray Ray’s Pale Ale,American Pale Ale (APA),12.0,0.052,42.0,122,Center of the Universe Brewing C...,Gig Harbor,VA
1649,Chai Ale,Herbed / Spiced Beer,16.0,0.051,15.0,350,Central Coast Brewing Company,Edwards,CA
1648,Lucky Day IPA,American IPA,16.0,0.072,85.0,350,Central Coast Brewing Company,Farmers Branch,CA
1647,Terrace Hill Double IPA,American Double / Imperial IPA,16.0,0.095,99.0,350,Central Coast Brewing Company,Lakeside,CA
1646,Catch 23,American Black Ale,16.0,0.075,77.0,350,Central Coast Brewing Company,Kalamazoo,CA
2057,Stickin' In My Rye,Rye Beer,24.0,0.07,,236,Champion Brewing Company,Juneau,VA
2056,Black Me Stout,American Stout,12.0,0.06,45.0,236,Champion Brewing Company,Manhattan,VA
2055,Killer Kolsch,Kölsch,12.0,0.05,22.0,236,Champion Brewing Company,Estacada,VA
1933,Missile IPA,American IPA,12.0,0.07,65.0,236,Champion Brewing Company,Houston,VA
2019,Enlighten,Kölsch,16.0,0.045,,250,Chapman's Brewing,Charlottesville,IN
2018,Ale Cider,Fruit / Vegetable Beer,16.0,0.065,8.0,250,Chapman's Brewing,Garrattsville,IN
2017,Pail Ale,American Pale Ale (APA),16.0,0.055,30.0,250,Chapman's Brewing,Farmers Branch,IN
2016,Englishman,English Brown Ale,16.0,0.045,,250,Chapman's Brewing,Angola,IN
2080,8 Barrel,American Strong Ale,16.0,0.08,69.0,226,Chatham Brewing,Juneau,NY
2079,Oktoberfest,Märzen / Oktoberfest,16.0,0.055,40.0,226,Chatham Brewing,Chatham,NY
2380,IPA #11,American IPA,16.0,0.057,58.0,121,Cheboygan Brewing Company,Cheboygan,MI
2379,Blood Orange Honey,Fruit / Vegetable Beer,16.0,0.057,10.0,121,Cheboygan Brewing Company,Evansville,MI
2354,Lighthouse Amber,Altbier,16.0,0.052,,121,Cheboygan Brewing Company,Garden City,MI
2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0,0.089,126.0,99,Christian Moerlein Brewing Company,Milwaukee,OH
567,Churchkey Pilsner Style Beer,American Pilsner,12.0,0.049,29.0,526,Churchkey Can Company,Portland,WA
1342,First Press,Cider,12.0,0.05,,425,Ciderboys,Monroe,WI
1341,Magic Apple,Cider,12.0,0.05,,425,Ciderboys,Medford,WI
2349,Cubano Espresso,Bock,12.0,0.055,25.0,141,Cigar City Brewing Company,Lincoln,FL
2014,Operation Homefront,American IPA,12.0,0.062,65.0,141,Cigar City Brewing Company,North Conway,FL
2013,Wandering Pelican,American Black Ale,12.0,0.082,65.0,141,Cigar City Brewing Company,Pittsboro,FL
2012,Sugar Plum,American Brown Ale,12.0,0.055,,141,Cigar City Brewing Company,North Woodstock,FL
2011,Oktoberfest,Märzen / Oktoberfest,12.0,0.055,,141,Cigar City Brewing Company,Lewiston,FL
2010,Puppy's Breath Porter,American Porter,12.0,0.06,,141,Cigar City Brewing Company,Tampa,FL
2009,Happening Now,American IPA,12.0,0.045,,141,Cigar City Brewing Company,Medford,FL
1726,Hopped on the High Seas (Hop #529),American IPA,12.0,0.07,60.0,141,Cigar City Brewing Company,Rochester,FL
1725,Hopped on the High Seas (Calypso),American IPA,12.0,0.07,60.0,141,Cigar City Brewing Company,Rochester,FL
1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0,0.063,,141,Cigar City Brewing Company,Missoula,FL
1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0,0.07,60.0,141,Cigar City Brewing Company,North Conway,FL
1693,Hopped on the High Seas (Citra),American IPA,12.0,0.07,60.0,141,Cigar City Brewing Company,Rochester,FL
1692,Hopped on the High Seas (Ahtanum),American IPA,12.0,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
1369,Gwar Beer,American Pale Ale (APA),12.0,0.055,,141,Cigar City Brewing Company,Marietta,FL
1243,Tropical Heatwave,American Pale Wheat Ale,16.0,0.052,,141,Cigar City Brewing Company,Kansas City,FL
1142,Humidor Series India Pale Ale,American IPA,12.0,0.075,70.0,141,Cigar City Brewing Company,O'Fallon,FL
1141,Jai Alai IPA Aged on White Oak,American IPA,12.0,0.075,70.0,141,Cigar City Brewing Company,North Woodstock,FL
1140,José Martí American Porter,American Porter,12.0,0.08,65.0,141,Cigar City Brewing Company,O'Fallon,FL
1139,Invasion Pale Ale,American Pale Ale (APA),12.0,0.05,,141,Cigar City Brewing Company,Marietta,FL
1138,Maduro Brown Ale,English Brown Ale,12.0,0.055,25.0,141,Cigar City Brewing Company,Los Angeles,FL
571,Maduro Brown Ale,American Brown Ale,12.0,0.055,25.0,141,Cigar City Brewing Company,Montauk,FL
570,Hotter Than Helles Lager,Munich Helles Lager,12.0,0.05,,141,Cigar City Brewing Company,Leavenworth,FL
569,Tocobaga Red Ale,American Amber / Red Ale,12.0,0.072,75.0,141,Cigar City Brewing Company,Tampa,FL
546,Jai Alai IPA,American IPA,12.0,0.075,70.0,141,Cigar City Brewing Company,North Woodstock,FL
545,Florida Cracker Belgian Wit,Witbier,12.0,0.05,18.0,141,Cigar City Brewing Company,Lake Geneva,FL
2338,Shark Tracker Light lager,Light Lager,12.0,0.048,,145,Cisco Brewers,Grand Rapids,MA
1365,Pumple Drumkin,Pumpkin Ale,12.0,0.06,,145,Cisco Brewers,Nantucket,MA
1094,Grey Lady,Witbier,12.0,0.045,,145,Cisco Brewers,Gary,MA
657,Summer of Lager,Munich Helles Lager,12.0,0.062,,145,Cisco Brewers,Longmont,MA
656,Indie Pale Ale,American IPA,12.0,0.065,,145,Cisco Brewers,Nantucket,MA
359,Sankaty Light Lager,Light Lager,12.0,0.038,,145,Cisco Brewers,Lahaina,MA
56,Whale's Tale Pale Ale,English Pale Ale,12.0,0.056,,145,Cisco Brewers,Kearney,MA
1772,Jacaranada Rye IPA,American IPA,16.0,0.067,60.0,320,Claremont Craft Ales,Claremont,CA
1393,Cascadian Dark Ale,American Black Ale,12.0,0.06,75.0,418,Coalition Brewing Company,Portland,OR
893,Wheat the People,American Pale Wheat Ale,16.0,0.044,13.0,418,Coalition Brewing Company,Indianapolis,OR
1407,Tybee Island Blonde,American Blonde Ale,12.0,0.047,17.0,415,Coastal Empire Beer Company,Savannah,GA
1406,Savannah Brown Ale,American Brown Ale,12.0,0.062,55.0,415,Coastal Empire Beer Company,Monroe,GA
2438,Rhode Island Blueberry,Kölsch,12.0,0.046,11.0,101,Coastal Extreme Brewing Company,Manheim,RI
2437,Newport Storm IPA,American IPA,12.0,0.065,75.0,101,Coastal Extreme Brewing Company,Manhattan,RI
751,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0,0.052,24.0,101,Coastal Extreme Brewing Company,Longmont,RI
120,Hurricane Amber Ale,American Amber / Red Ale,12.0,0.052,24.0,101,Coastal Extreme Brewing Company,Longmont,RI
2061,Big Blue Van,Fruit / Vegetable Beer,16.0,0.058,,232,College Street Brewhouse and Pub,Louisville,AZ
970,Des Moines IPA,American IPA,16.0,0.068,75.0,482,Confluence Brewing Company,Frankenmuth,IA
969,Capital Gold Golden Lager,German Pilsener,16.0,0.048,22.0,482,Confluence Brewing Company,Danville,IA
968,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0,0.056,21.0,482,Confluence Brewing Company,Des Moines,IA
2351,Behemoth,American Pilsner,12.0,0.05,,139,Core Brewing & Distilling Company,Newburyport,AR
1650,Arkansas Red,American Amber / Red Ale,12.0,0.052,,139,Core Brewing & Distilling Company,Nashville,AR
1337,Core Oatmeal Stout,Oatmeal Stout,12.0,0.057,,139,Core Brewing & Distilling Company,Milwaukee,AR
1336,Core ESB,Extra Special / Strong Bitter (ESB),12.0,0.061,,139,Core Brewing & Distilling Company,Springdale,AR
737,Chester's Beer (2005),American Pale Lager,12.0,0.038,,512,Cottrell Brewing,Lake Barrington,CT
129,Heiner Brau Kölsch,Kölsch,12.0,0.05,,553,Covington Brewhouse,Fort Wayne,LA
716,Trigger Blonde Ale,American Blonde Ale,16.0,0.048,,515,Crabtree Brewing Company,Kearney,CO
659,Crabtree Oatmeal Stout,Oatmeal Stout,16.0,0.075,29.0,515,Crabtree Brewing Company,Greeley,CO
556,Eclipse Black IPA,American Black Ale,16.0,0.077,71.0,515,Crabtree Brewing Company,Greeley,CO
2538,Neomexicanus Native,American Pale Ale (APA),12.0,0.06,46.0,63,Crazy Mountain Brewing Company,Hooksett,CO
2355,Old Soul,Belgian Strong Pale Ale,12.0,0.075,25.0,63,Crazy Mountain Brewing Company,Gloucester,CO
1689,Snowcat Coffee Stout,American Stout,12.0,0.059,,63,Crazy Mountain Brewing Company,Garrattsville,CO
1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0,,,63,Crazy Mountain Brewing Company,Mammoth Lakes,CO
940,Boohai Red Ale,American Amber / Red Ale,12.0,,,63,Crazy Mountain Brewing Company,Lahaina,CO
685,Lava Lake Wit,Witbier,12.0,0.052,15.0,63,Crazy Mountain Brewing Company,Evansville,CO
613,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0,0.06,,63,Crazy Mountain Brewing Company,Fort Collins,CO
356,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0,0.052,25.0,63,Crazy Mountain Brewing Company,Edwards,CO
2029,Tropicalia,American IPA,12.0,0.065,65.0,247,Creature Comforts,Kansas City,GA
2028,Athena,Berliner Weissbier,12.0,0.045,,247,Creature Comforts,Los Angeles,GA
2293,Aviator Raspberry Blonde,American Blonde Ale,12.0,0.049,25.0,169,Crooked Fence Brewing Company,Manhattan,ID
1105,3 Picket Porter,American Porter,12.0,0.055,,169,Crooked Fence Brewing Company,Garden City,ID
1104,Rusty Nail Pale Ale,American Pale Ale (APA),12.0,0.056,,169,Crooked Fence Brewing Company,Hilo,ID
2145,Red Water Irish Style Red,American Amber / Red Ale,12.0,0.065,,212,Crow Peak Brewing Company,Nantucket,SD
1804,Mjöllnir,Herbed / Spiced Beer,12.0,0.066,,212,Crow Peak Brewing Company,Medford,SD
1602,Bear Butte Nut Brown Ale,American Brown Ale,12.0,0.055,,212,Crow Peak Brewing Company,Spearfish,SD
1301,Easy Livin' Summer Ale,American Blonde Ale,12.0,0.045,,212,Crow Peak Brewing Company,Spearfish,SD
542,Canyon Cream Ale,Cream Ale,12.0,0.055,,212,Crow Peak Brewing Company,Pittsboro,SD
272,Pile O'Dirt Porter,American Porter,12.0,0.069,,212,Crow Peak Brewing Company,Lake Barrington,SD
271,11th Hour IPA,American IPA,12.0,0.06,,212,Crow Peak Brewing Company,Spearfish,SD
1057,South Ridge Amber Ale,American Amber / Red Ale,16.0,0.06,31.0,472,Crystal Springs Brewing Company,Kalamazoo,CO
681,Summertime Ale,Kölsch,16.0,0.052,23.0,472,Crystal Springs Brewing Company,Duluth,CO
1789,Lost River Blonde Ale,American Blonde Ale,16.0,0.049,,315,Cutters Brewing Company,Gig Harbor,IN
1788,Monon Wheat,Witbier,16.0,0.054,,315,Cutters Brewing Company,Dayton,IN
1787,Floyd's Folly,Scottish Ale,16.0,0.08,,315,Cutters Brewing Company,Garrattsville,IN
1786,Half Court IPA,American IPA,16.0,0.063,,315,Cutters Brewing Company,Estacada,IN
1763,Geary's Pale Ale,English Pale Ale,12.0,0.045,,323,D.L. Geary Brewing Company,Lincoln,ME
1311,Geary's Summer Ale,Kölsch,12.0,0.06,,323,D.L. Geary Brewing Company,Portland,ME
2078,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0,0.08,,227,DC Brau Brewing Company,Holland,DC
1809,The Tradition,American Blonde Ale,12.0,0.05,15.0,227,DC Brau Brewing Company,Nashville,DC
1263,El Hefe Speaks,Hefeweizen,12.0,0.053,11.0,227,DC Brau Brewing Company,Export,DC
1092,Penn Quarter Porter,American Porter,12.0,0.055,,227,DC Brau Brewing Company,Garden City,DC
851,On the Wings of Armageddon,American Double / Imperial IPA,12.0,0.092,115.0,227,DC Brau Brewing Company,Hershey,DC
186,The Corruption,American IPA,12.0,0.065,80.0,227,DC Brau Brewing Company,Lakeside,DC
185,The Citizen,Belgian Pale Ale,12.0,0.07,,227,DC Brau Brewing Company,Kalamazoo,DC
184,The Public,American Pale Ale (APA),12.0,0.06,,227,DC Brau Brewing Company,Houston,DC
1224,Dank IPA,American IPA,16.0,0.065,,451,Dad & Dude's Breweria,Dayton,CO
964,Dank IPA (2012),American IPA,16.0,0.065,,451,Dad & Dude's Breweria,Dayton,CO
1623,Lift Off IPA,American IPA,16.0,0.072,,358,Daredevil Brewing Company,Estacada,IN
110,BrewFarm Select Golden Lager,American Pale Lager,12.0,0.055,,554,Dave's Brewfarm,Morganton,WI
1735,Sprocket Blonde Ale (2006),American Blonde Ale,12.0,0.05,,333,David's Ale Works,Minneapolis,CA
1734,Sprocket Pale Ale (2006),American Pale Ale (APA),12.0,0.05,,333,David's Ale Works,Hilo,CA
1746,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0,0.063,37.0,330,Dead Armadillo Craft Brewing,Loveland,OK
2371,Neato Bandito,Euro Pale Lager,12.0,0.06,,127,Deep Ellum Brewing Company,Frederick,TX
2251,Oak Cliff Coffee Ale,American Brown Ale,12.0,0.075,33.0,127,Deep Ellum Brewing Company,Garden City,TX
2166,Dream Crusher Double IPA,American Double / Imperial IPA,12.0,0.085,100.0,127,Deep Ellum Brewing Company,Fuquay-Varina,TX
1827,Deep Ellum Pale Ale,American Pale Ale (APA),12.0,0.06,,127,Deep Ellum Brewing Company,Dallas,TX
1203,Double Brown Stout,Baltic Porter,12.0,0.07,,127,Deep Ellum Brewing Company,Fuquay-Varina,TX
1202,Farmhouse Wit,Saison / Farmhouse Ale,16.0,0.048,25.0,127,Deep Ellum Brewing Company,Dallas,TX
1161,Rye Pils Session Lager,German Pilsener,12.0,0.046,,127,Deep Ellum Brewing Company,Gloucester,TX
946,Dallas Blonde,American Blonde Ale,12.0,0.052,23.0,127,Deep Ellum Brewing Company,Dallas,TX
943,Deep Ellum IPA,American IPA,12.0,0.07,70.0,127,Deep Ellum Brewing Company,Fuquay-Varina,TX
1886,Thrasher Session India Pale Ale,American IPA,12.0,0.045,44.0,283,Defiance Brewing Company,Kalamazoo,KS
1885,Gutch English Style Mild Ale,English Pale Mild Ale,12.0,0.05,16.0,283,Defiance Brewing Company,Garrattsville,KS
1213,Chuli Stout,Irish Dry Stout,12.0,0.059,55.0,453,Denali Brewing Company,Talkeetna,AK
1159,Mother Ale,American Blonde Ale,12.0,0.056,46.0,453,Denali Brewing Company,Talkeetna,AK
947,Twister Creek India Pale Ale,American IPA,12.0,0.065,71.0,453,Denali Brewing Company,Eugene,AK
929,Single Engine Red,Irish Red Ale,12.0,0.058,46.0,453,Denali Brewing Company,Leavenworth,AK
1944,Incredible Pedal IPA,American IPA,12.0,0.07,,263,Denver Beer Company,Greeley,CO
1943,Graham Cracker Porter,American Porter,12.0,0.05,,263,Denver Beer Company,Comstock Park,CO
1210,Mirror Pond Pale Ale,American Pale Ale (APA),12.0,0.05,40.0,454,Deschutes Brewery,Marietta,OR
2550,Weissenheimer,Hefeweizen,12.0,0.052,16.0,57,Destihl Brewery,Comstock Park,IL
2505,Abbey's Single (2015- ),Abbey Single Ale,12.0,0.049,22.0,57,Destihl Brewery,Leavenworth,IL
2025,Vertex IPA,American IPA,12.0,0.063,76.0,57,Destihl Brewery,Fuquay-Varina,IL
2021,Here Gose Nothin',Gose,12.0,0.05,12.0,57,Destihl Brewery,Dallas,IL
2015,Strawberry Blonde,Fruit / Vegetable Beer,12.0,0.05,,57,Destihl Brewery,Bloomington,IL
1888,Hoperation Overload,American Double / Imperial IPA,12.0,0.096,85.0,57,Destihl Brewery,Grand Rapids,IL
1887,Abbey's Single Ale (Current),Abbey Single Ale,12.0,0.049,22.0,57,Destihl Brewery,Leavenworth,IL
2051,Bravo Four Point,American Pale Ale (APA),12.0,0.044,45.0,237,Devil's Backbone Brewing Company,Marietta,VA
1201,Striped Bass Pale Ale,American Pale Ale (APA),12.0,0.052,26.0,237,Devil's Backbone Brewing Company,Gloucester,VA
924,Deadicated Amber,American Amber / Red Ale,16.0,0.054,27.0,491,Devil's Canyon Brewery,Gig Harbor,CA
731,Kaleidoscope Collaboration 2012,American Black Ale,16.0,,,491,Devil's Canyon Brewery,Holland,CA
730,California Sunshine Rye IPA,American IPA,16.0,0.071,85.0,491,Devil's Canyon Brewery,Belmont,CA
647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0,0.074,12.0,491,Devil's Canyon Brewery,Fuquay-Varina,CA
1773,12 Man Pale Ale,American Pale Ale (APA),12.0,0.045,,319,Dick's Brewing Company,Providence,WA
1795,Filthy Hoppin' IPA,American IPA,16.0,0.065,72.0,311,Dirty Bucket Brewing Company,Kearney,WA
944,Dock Street Amber Beer (1992),American Amber / Red Ale,12.0,,,488,Dock Street Brewery,Middleton,PA
524,Dolores River Hefeweizen,Hefeweizen,16.0,,,531,Dolores River Brewery,Dolores,CO
450,Dolores River ESB,Extra Special / Strong Bitter (ESB),16.0,,,531,Dolores River Brewery,Dolores,CO
449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16.0,,,531,Dolores River Brewery,Gig Harbor,CO
448,Dolores River Pale Ale,American Pale Ale (APA),16.0,,,531,Dolores River Brewery,Estacada,CO
447,Dolores River Dry Stout,Irish Dry Stout,16.0,,,531,Dolores River Brewery,Dolores,CO
446,Dolores River Mild,English Dark Mild Ale,16.0,,,531,Dolores River Brewery,Estacada,CO
1246,Cranberry Blend,Cider,12.0,0.049,,446,Downeast Cider House,Houston,MA
977,Orignal Blend,Cider,12.0,0.051,,446,Downeast Cider House,Garrattsville,MA
881,Hop Abomination,American IPA,12.0,0.066,100.0,496,Dry Dock Brewing Company,Evansville,CO
880,Apricot Blonde,Fruit / Vegetable Beer,12.0,0.051,17.0,496,Dry Dock Brewing Company,Estacada,CO
872,Dry Dock Hefeweizen,Hefeweizen,12.0,0.043,12.0,496,Dry Dock Brewing Company,Des Moines,CO
871,Dry Dock Amber Ale,American Amber / Red Ale,12.0,0.058,49.0,496,Dry Dock Brewing Company,Kansas City,CO
1685,Category 3 IPA,American IPA,12.0,0.061,64.0,340,Due South Brewing Company,Lahaina,FL
457,Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0,0.045,18.0,538,Dundee Brewing Company,Rochester,NY
1590,Pumpkin Patch Ale,Pumpkin Ale,16.0,0.05,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
1382,Crank Yanker IPA,American IPA,16.0,0.078,74.0,369,Eddyline Brewery & Restaurant,Buena Vista,CO
1110,River Runners Pale Ale,American Pale Ale (APA),16.0,0.06,,369,Eddyline Brewery & Restaurant,Edwards,CO
1014,Pumpkin Patch Ale (2012),Pumpkin Ale,16.0,0.05,,369,Eddyline Brewery & Restaurant,Charlottesville,CO
911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16.0,0.055,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
680,Boater Beer,German Pilsener,16.0,0.045,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
395,Crank Yanker IPA (2011),American IPA,16.0,0.078,74.0,369,Eddyline Brewery & Restaurant,Buena Vista,CO
1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16.0,0.057,,352,Elevator Brewing Company,Kalamazoo,OH
673,Dottie Seattle Lager,American Amber / Red Lager,16.0,0.049,25.0,516,Emerald City Beer Company,Seattle,WA
1107,Nut Sack Imperial Brown Ale,American Brown Ale,12.0,0.07,,465,Engine 15 Brewing,Mishawaka,FL
1039,Underachiever,American Adjunct Lager,16.0,0.05,,473,Engine House 9,Kansas City,WA
2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12.0,0.052,,81,Epic Brewing,Des Moines,CO
2008,Element 29,American Pale Ale (APA),12.0,0.052,,81,Epic Brewing,Denver,CO
2004,Hop Syndrome,American Pale Lager,12.0,0.05,,81,Epic Brewing,Export,CO
2003,Escape to Colorado,American IPA,12.0,0.062,,81,Epic Brewing,Frederick,CO
2292,Little Sister India Style Session Ale,American IPA,12.0,0.043,60.0,170,Everybody's Brewing,Leavenworth,WA
1504,Country Boy IPA,American IPA,12.0,0.062,80.0,170,Everybody's Brewing,Louisville,WA
2604,Blonde Czich,American Blonde Ale,16.0,0.049,23.0,26,Evil Czech Brewery,Mishawaka,IN
2432,White Reaper,Belgian IPA,16.0,0.07,61.0,26,Evil Czech Brewery,Mishawaka,IN
2431,Bobblehead,American Pale Wheat Ale,16.0,0.051,,26,Evil Czech Brewery,Durango,IN
2430,Lucky Dog,American Pale Ale (APA),16.0,0.052,,26,Evil Czech Brewery,Edwards,IN
2429,Voodoo,American Porter,16.0,0.048,,26,Evil Czech Brewery,Fort Collins,IN
1967,General George Patton Pilsner,Czech Pilsener,16.0,0.054,48.0,26,Evil Czech Brewery,Dolores,IN
2283,Nomader Weiss,Berliner Weissbier,12.0,0.04,,173,Evil Twin Brewing,Lake Geneva,NY
2248,Molotov Lite,American Double / Imperial IPA,16.0,0.085,,173,Evil Twin Brewing,Greeley,NY
1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0,0.055,,173,Evil Twin Brewing,Lahaina,NY
1286,Bikini Beer,American IPA,12.0,0.027,,173,Evil Twin Brewing,Brooklyn,NY
640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0,0.055,,173,Evil Twin Brewing,Lahaina,NY
1722,Iron Horse Pale Ale,American Pale Ale (APA),12.0,0.05,32.0,335,Fargo Brewing Company,Leavenworth,ND
1435,Stone's Throw IPA,Scottish Ale,12.0,0.045,19.0,335,Fargo Brewing Company,Lewiston,ND
1434,Wood Chipper India Pale Ale,American IPA,12.0,0.067,70.0,335,Fargo Brewing Company,Hooksett,ND
2089,Trail Head,American Pale Ale (APA),12.0,0.063,55.0,224,Fat Head's Brewery,Kearney,OH
2088,Hop Stalker Fresh Hop IPA,American IPA,16.0,0.07,80.0,224,Fat Head's Brewery,Middleburg Heights,OH
1455,Sudice American Stout,American Stout,16.0,0.07,58.0,405,Fate Brewing Company,Grand Rapids,CO
1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0,0.05,20.0,405,Fate Brewing Company,Fuquay-Varina,CO
1453,Norns Roggenbier,Roggenbier,16.0,0.05,20.0,405,Fate Brewing Company,Detroit,CO
1452,Laimas Kölsch Style Ale,Kölsch,16.0,0.05,20.0,405,Fate Brewing Company,Columbus,CO
1451,Moirai India Pale Ale,American IPA,16.0,0.07,70.0,405,Fate Brewing Company,Fort Collins,CO
2191,Loki Red Ale,American Amber / Red Ale,16.0,0.075,53.0,201,Fearless Brewing Company,Estacada,OR
1731,Peaches & Cream,Fruit / Vegetable Beer,16.0,0.046,,201,Fearless Brewing Company,Estacada,OR
1022,Quaff India Style Session Ale,American IPA,16.0,0.051,,201,Fearless Brewing Company,Fort Collins,OR
895,Loki Red Ale (2013),American Amber / Red Ale,16.0,0.075,53.0,201,Fearless Brewing Company,Fuquay-Varina,OR
682,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0,0.069,,201,Fearless Brewing Company,Estacada,OR
112,Fearless Scottish Ale,Scottish Ale,16.0,0.05,,201,Fearless Brewing Company,Frederick,OR
2289,Mastermind,American Double / Imperial IPA,12.0,0.081,,172,Fiddlehead Brewing Company,Hattiesburg,VT
2027,Hyzer Flip,American Double / Imperial IPA,16.0,0.082,,172,Fiddlehead Brewing Company,Grand Rapids,VT
1929,Second Fiddle,American Double / Imperial IPA,16.0,0.082,80.0,172,Fiddlehead Brewing Company,Greeley,VT
