,V1,V2,V3,V4,V5,V6,V7
332,Y333,1552.171740304074,4194.936728,4363.181761,4470.305337,4264.495488,4773.492436
333,Y334,7117.101700606616,8901.103608,10849.11288,11844.62531,12748.28541,14575.34538
334,Y335,7377.747577285926,9599.726543,10203.80789,10999.90393,10400.75208,10131.22542
335,Y336,1066.409105,1129.141032,1183.708839,1203.595641,1121.967907,1067.087232
336,Y337,7008.512488473024,8358.42982,8744.739932,8904.277961,8537.886641,8767.460205
337,Y338,4804.842350267927,6380.735838,6607.272282,6636.643543,6860.723311,6980.311372
338,Y339,4031.588007,4033.914191,4019.266184,4085.874951,4132.374759,4170.593598
339,Y340,3699.950719932486,5789.187248,7015.587857,7535.624978,7877.841163,7864.768601
340,Y341,450.04139405300583,1574.700571,1548.690824,1604.702076,1706.040617,1773.444029
341,Y342,2396.409715,2433.921174,2531.675886,2469.298122,2445.954676,2622.000082
342,Y343,3030.999177,3081.088263,3133.061537,3103.487514,2933.156083,3066.282099
343,Y344,4462.049968265562,5012.409906,5749.154485,5742.906884,4978.805222,4948.692985
344,Y345,12425.802490512246,13195.94308,13635.09413,13583.65074,13246.1702,14058.18555
345,Y346,2693.4879568383244,2244.815874,2396.147181,2511.101178,2536.849492,2727.239749
346,Y347,4944.349554592127,5017.811666,5217.523951,5214.659721,4807.005073,4832.058648
347,Y348,3008.446274432804,2424.566458,2299.663203,2250.279526,2183.875857,2133.40773
348,Y349,2885.1726461924873,2342.148286,2429.465875,2471.449242,2408.50404,2445.861539
349,Y350,3991.982398791496,3630.135002,3710.508816,3763.721044,3609.091197,3550.268935
350,Y351,2145.8892638306156,1704.490378,1673.833561,1732.712437,1836.925128,1905.424747
351,Y352,2187.3567006341304,1229.252004,1171.299311,1218.868515,1150.008024,1179.503833
352,Y353,2970.7453578799414,1553.920417,1545.350431,1628.948309,1557.329159,1610.121243
353,Y354,12257.90556,12897.93565,13257.19037,13390.11071,13469.03715,14147.83627
354,Y355,2755.9235687600126,1930.305468,1942.705843,1997.593749,1961.357302,2029.913754
355,Y356,2745.69482,2561.39837,2620.845356,2586.561038,2458.876129,2534.040723
356,Y357,1509.240052,1508.154589,1562.90971,1568.537719,1537.080677,1542.398832
357,Y358,6029.068026,6147.246998,6279.254569,6217.695299,5798.033886,6064.256901
358,Y359,1079.519218,1129.541138,1235.648373,1307.269611,1373.999825,1456.294839
359,Y360,8373.489718027737,7665.288072,7934.746721,8115.9961,7614.255861,8503.862522
360,Y361,6207.4765700942435,6194.542618,6365.909236,6479.257753,6941.042728,7125.582844
361,Y362,4510.947801,4773.152066,5101.056623,5315.860213,4815.056185,4903.783365
362,Y363,-1145.594140706602,1559.966305,1586.376498,1563.580897,1475.206268,1472.308132
363,Y364,-1826.7076466603107,1340.968737,1348.174478,1355.386952,1362.51426,1369.43567
364,Y365,65.21467053930763,2687.591,2717.9237,2750.0515,2783.4981,2817.4724
365,Y366,-509.8509745121189,2359.1972,2423.494,2488.2792,2553.3217,2618.3676
366,Y367,14835.417702052806,17207.22168,17424.80713,18006.93481,18287.21924,19090.45776
367,Y368,10122.337797888466,13007.88906,16517.08125,17230.97813,18389.64063,19304.14531
368,Y369,17104.729370063033,20658.19727,22319.99414,23993.08203,24781.72656,27526.66211
369,Y370,886.9965355224899,3740.184375,4706.991016,5674.119531,8688.54375,9112.126563
370,Y371,-404.3758486346922,3264.838125,2939.953438,2847.63625,2873.610313,2859.153125
371,Y372,8786.448438,9208.558594,9849.658594,10120.02266,10463.76641,10971.56016
372,Y373,4047.111497213342,7359.482813,7129.859375,7359.930469,7726.345313,7856.607031
373,Y374,4463.802586581188,7169.067383,7601.162109,9316.004883,11020.82129,8961.945313
374,Y375,2630.350195,2730.782227,2785.963281,2883.675391,3091.156055,3296.825781
375,Y376,2923.166656237685,4319.055786,4884.505615,5424.608765,5647.219238,6036.150513
376,Y377,102.5463738742198,2166.557422,2064.979688,2338.51875,2604.272852,2734.758594
377,Y378,7954.217047448688,11176.62109,10939.87813,11235.86172,11282.66797,11536.8
378,Y379,1454.3650891636007,4142.4825,4560.9375,4741.7,4870.135938,4650.87375
379,Y380,3295.0275,3744.43875,4071.909375,4443.503125,4657.065625,4947.790625
380,Y381,-1006.3250644507186,2668.554688,2736.960547,3024.542578,2992.531445,3184.5375
381,Y382,11487.633993191981,14222.73125,17587.99844,19299.15625,20968.25625,21326.92656
382,Y383,17299.03767077213,20732.0957,21651.29102,24796.75195,25197.00586,27324.97266
383,Y384,4101.408438,4214.630625,4651.427813,4899.427813,5036.363125,5143.342188
384,Y385,5188.432813,5382.902734,5688.945703,5847.408594,5942.055469,6411.919922
385,Y386,8054.646376096881,11387.39922,11710.64531,12161.99063,12518.87969,13247.68281
386,Y387,7705.496094,9100.060156,10777.62891,11743.14297,13028.33672,14585.45625
387,Y388,9579.893799,10383.14819,11096.39893,10935.19775,11134.5752,11308.20313
388,Y389,-250.86826559233015,2011.169219,2086.286563,2090.310156,2160.964219,2249.83125
389,Y390,4547.486347721541,6869.085156,7852.282031,8489.553906,8449.582031,8801.182031
390,Y391,7903.289692304788,10292.86875,11233.15,12008.70703,12578.24297,13328.225
391,Y392,525.7833109205883,3332.169922,3642.491406,3935.747656,4474.027734,4617.823047
392,Y393,6228.953467927584,9081.885742,9809.71875,9787.675781,10125.45215,10451.12305
393,Y394,2099.170061849378,4250.334766,4642.647266,4834.9875,5093.667969,5381.309375
394,Y395,8691.066140999756,11845.49531,12257.94453,10081.19141,8303.9125,8335.898438
395,Y396,2031.383789,2297.847266,2412.3125,2544.695508,2655.588086,2651.414648
396,Y397,11990.341222476134,15250.698,15517.93,15899.255,16183.547,16598.099
397,Y398,-1633.4032107579667,2105.385547,2159.229883,2436.052734,2815.788672,2914.970898
398,Y399,1913.918555,2093.196484,2337.614063,2430.17832,2501.63418,2578.132422
399,Y400,5763.308102606781,9545.045625,9854.5975,9854.6225,9972.77625,10077.96188
400,Y401,674.7998832198166,3504.49625,3954.465625,4157.13,4379.470938,4553.16375
401,Y402,13545.245132595699,16357.71875,16743.625,17667.89648,18759.47852,20232.91797
402,Y403,3085.3527617400905,4985.655078,5220.023047,5483.836328,5746.401563,6086.261719
403,Y404,10850.971177739495,12707.073,13758.196,14747.542,15651.357,16762.24
404,Y405,5381.772656,5713.609375,5961.435938,6237.999219,6442.503516,6707.760938
405,Y406,946.2395773070634,2896.242969,2810.238867,2755.091992,2569.279688,2509.787305
406,Y407,-180.91841657938295,2279.85575,2304.46475,2384.291,2483.68225,2570.68
407,Y408,1670.756210819287,2902.922188,3862.573125,4329.72875,4545.062188,4244.384375
408,Y409,11809.08,12811.37,13731.5025,11689.83625,12250.83875,12040.8025
409,Y410,11427.11914,12389.44043,13113.49316,14694.30957,15375.08691,16108.04883
410,Y411,11534.974349075017,12887.05938,14472.17344,16038.06094,16155.09063,16128.67188
411,Y412,2926.967642267395,4114.942188,4560.9375,4736.861563,4859.463438,4645.942813
412,Y413,3620.044688,4374.280313,4939.3425,5016.5175,4634.771875,4299.194375
413,Y414,682.8070718221372,2053.729297,2072.043555,2369.330078,2695.151563,2846.974609
414,Y415,3241.042901798295,4263.944688,4651.427813,4872.276563,4972.044688,5055.768125
415,Y416,11379.663539519719,12670.53,13779.918,14805.637,15644.515,16810.26
416,Y417,6015.377197,6774.412231,6385.949097,6611.229248,6494.899902,6557.547607
417,Y418,2273.36375,2325.898,2392.258,2409.86825,2497.6145,2522.987
418,Y419,1932.993359,1945.874023,1965.479883,1931.118164,1986.514063,2003.449414
419,Y420,6644.436719,6905.785156,7852.282031,8451.738281,8409.644531,8707.29375
420,Y421,9045.856445,9122.541992,9809.71875,9720.688477,10061.9082,10342.43555
421,Y422,904.0001452411373,2395.404688,2338.835547,2432.891406,2571.755078,2723.961914
422,Y423,6384.447592090303,7867.276856,8056.604981,8367.368164,9892.696289,10288.47266
423,Y424,3159.578516,3421.536719,3970.349609,4050.417969,4118.273047,4196.799219
424,Y425,7070.759028572628,8908.739844,10199.84063,10310.34766,10708.90234,11648.07891
425,Y426,3235.7336666561105,5862.501875,6183.628125,6261.879375,6366.034375,6456.230625
426,Y427,5574.615981431417,8090.619629,8140.209473,8320.706055,8322.538086,8407.664063
427,Y428,1483.5090156375497,4335.962109,4634.041797,4962.483984,5383.357031,5893.041016
428,Y429,2211.091406,2285.355859,2338.835547,2328.168555,2390.214844,2480.267578
429,Y430,14605.573136379873,16880.50195,16778.58008,17828.47656,17828.47656,18985.99219
430,Y431,2652.775313,2703.143438,2653.760938,2546.860781,2518.077188,2540.885938
431,Y432,10694.036387248501,12689.87125,13953.6525,14704.98,15097.5925,15640.17125
432,Y433,552.596906811168,2355.519727,2412.3125,2594.340234,2787.070313,2973.783203
433,Y434,14896.173,15273.331,15517.931,15863.049,16099.333,16490.192
434,Y435,12280.0,12710.0,12930.0,13430.0,13760.0,14330.0
435,Y436,5521.22931547559,7980.3,7954.7,8003.8,7988.4,8033.0
436,Y437,1950.4002855263723,4153.4,4193.5,4020.9,4101.9,4206.6
437,Y438,522.0478827690833,3447.77,3495.91,3362.72,3440.55,3542.35
438,Y439,173.51406561832934,2734.308333,2832.258333,2924.1325,3006.253333,3088.855833
439,Y440,3620.9182640883228,6595.16272,6873.090631,7356.048438,7519.801097,5304.714035
440,Y441,5931.081477596091,9173.082,9295.784,9416.801,9535.079,9651.349
441,Y442,10792.898050259384,12863.79387,13335.57495,14999.0451,17288.54549,19507.86658
442,Y443,11350.003396980428,13882.32344,14464.16569,16205.41466,18440.74343,20774.26865
443,Y444,7840.077642712503,9919.724,9986.717,10664.06,11906.57,11727.65
444,Y445,3365.211958153005,5905.209134,6214.506659,7044.539433,7373.961675,5207.24744
445,Y446,-515.2420299048624,2336.073951,2416.713618,2432.751606,2537.649265,2668.121257
446,Y447,-1504.6134198968384,1862.802274,1720.736763,1815.429027,1852.398847,1619.171621
447,Y448,1532.1245644497635,4400.558,4232.859,4252.6,4146.425,3881.566
448,Y449,115.5203705305982,1698.5,1673.2,1696.9,1723.8,1744.5
449,Y450,9235.853912062055,10790.0,10660.0,10510.0,10240.0,10140.0
450,Y451,2040.790145766804,3308.6,3402.1,3692.8,3983.1,4291.9
451,Y452,4027.2374498256377,6062.2501,7258.518,8515.909,9741.595,11065.0915
452,Y453,11240.170048159278,13962.48,17434.83,18184.05,19499.9,19602.93
453,Y454,-577.6961122931675,1227.76,1266.91,1563.17,1502.27,1446.64
454,Y455,4055.783691575188,6592.430736,6789.591686,7051.132314,7291.219274,7447.877259
455,Y456,4482.5522149497065,6183.05122,6221.27561,6258.297561,6293.217073,6325.685366
456,Y457,10686.983980195793,12318.67834,12813.82865,14459.10582,15443.21337,13989.89958
457,Y458,4345.3543619270185,6224.956536,5648.530197,5777.088473,5713.624187,4873.200367
458,Y459,5485.2891,5561.229362,5688.666732,5840.145511,6006.080247,6156.618194
459,Y460,1117.412747265926,2447.154,2552.806,2580.331,2543.696,2412.565
460,Y461,3081.846396,3013.859351,2874.553915,2709.73071,2697.762882,2778.78061
461,Y462,11390.0,11790.0,11600.0,11850.0,11910.0,11850.0
462,Y463,4104.935273842537,5223.377575,5702.168288,6074.181971,6432.295813,6205.064145
463,Y464,1634.9171710244084,2659.876419,2658.787476,2654.285016,2653.898929,2707.086258
464,Y465,4527.357577244501,6146.614634,6206.936585,6264.497561,6317.787805,6366.302439
465,Y466,3418.589562,3555.889915,4697.923039,5039.026066,5735.659603,6191.694065
466,Y467,5115.314389671946,6964.884,6993.825,7069.26,7217.271,7310.293
467,Y468,10316.3529743408,11530.1472,10642.43225,10658.77273,10772.06175,8266.445605
468,Y469,15419.36,15772.98,16134.89,16503.51,16876.73,17252.92
469,Y470,4814.38,4939.01,5057.22,5212.9,5412.08,5614.62
470,Y471,7610.274517728677,10090.0,10000.0,9730.0,9980.0,10130.0
471,Y472,7730.8,7850.4,7839.4,7434.4,7672.4,7797.8
472,Y473,4002.861093399257,5520.0,5513.0,5376.0,5450.0,5526.0
473,Y474,1778.5072663773287,3136.0,3228.0,2946.0,2502.0,2317.0
474,Y475,7198.9405650766785,7768.405,7653.718333,6765.991667,6901.981667,7044.915833
475,Y476,6561.188305878472,7468.759652,7655.998693,8168.839978,8786.961481,9503.703704
476,Y477,4133.834041,4765.470479,5038.841816,5385.10755,5872.208739,6379.415289
477,Y478,3893.7594880268057,4477.909893,4873.457142,5215.389059,5396.15775,5313.205952
478,Y479,814.962565620062,2201.004,2071.338,1936.055,1662.107,1428.235
479,Y480,1563.767559462593,2143.038736,2198.427533,2227.285205,2263.523921,2313.045076
480,Y481,2416.13126,2448.08254,2480.37853,2512.68276,2544.54778,2575.63815
481,Y482,7658.459,8446.202,9338.431,9820.185,10113.23,10589.71
482,Y483,9609.774298994465,10380.0,10410.0,9970.0,10230.0,10240.0
483,Y484,6591.593215747895,7652.551,7642.217,6451.277,8931.433,11441.69
484,Y485,2102.47,2158.21,2316.29,2380.15,2444.77,2491.14
485,Y486,-758.7051654459954,964.309,971.07,1000.195,1043.186,1090.579
486,Y487,1980.2068284993697,3773.0,3789.0,3737.0,3876.0,3970.0
487,Y488,1466.5485661828077,4266.077022,4423.117355,4656.219807,4830.976915,4940.045836
488,Y489,2194.7444046027513,6530.278049,6544.063415,6559.607317,6576.658537,6595.168293
489,Y490,10244.80024056048,14150.0,13630.0,13970.0,14640.0,14010.0
490,Y491,5473.4,5683.6,5778.7,5814.7,6098.4,6211.9
491,Y492,2341.0340871003173,6197.766119,6605.139933,7335.027592,7468.096567,6571.853849
492,Y493,7107.934948574697,11238.83168,11779.74735,12824.37162,12797.69783,11032.15352
493,Y494,8529.82706306131,12975.36874,14454.16201,17005.25305,17548.96196,18184.41373
494,Y495,23156.301550330925,27957.05637,26662.1887,24994.10956,25388.31766,22780.37786
495,Y496,-2055.848335689523,2032.95,2057.331,2083.061,2109.197,2135.022
496,Y497,5260.432713,6259.354638,6701.243797,7316.800032,7130.707538,5586.01772
497,Y498,6957.454879,7983.556695,5980.586767,5432.169048,6055.252536,6403.820949
498,Y499,4499.744,4377.781,4142.981,4633.787,4586.203,4550.979
499,Y500,7601.865854,7620.04878,7633.75122,7646.234146,7660.260976,7677.282927
500,Y501,5124.857522806109,7049.483272,6785.225441,6740.813086,7007.003251,7208.098187
501,Y502,1640.5377989430722,1726.748834,1850.557918,1909.919549,1831.141023,1794.325738
502,Y503,2448.4260694856707,3286.478814,3513.962209,3618.231253,3461.645096,3385.967463
503,Y504,10457.90409,12078.27458,14026.69129,13850.04682,14578.36387,13709.85212
504,Y505,10939.620687479925,11518.39337,11668.68552,12129.6423,12803.44593,11681.76126
505,Y506,10123.21176,11549.85021,11708.35275,12153.41971,12479.16503,11596.27118
506,Y507,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9252.110724
507,Y508,6591.134437,9566.481707,11343.40167,11871.51359,11232.54284,10777.5541
508,Y509,2251.403440831895,2967.769924,3014.727033,3106.946671,3141.852405,3239.552036
509,Y510,6077.687948495868,7257.692683,7298.543902,7336.465854,7370.904878,7401.609756
510,Y511,4863.15778727689,5248.914529,5648.124631,6052.344447,6231.979366,5292.425561
511,Y512,2126.0144705595003,2501.6921,2573.2928,2646.718,2721.6276,2797.7863
512,Y513,5411.214912979112,6491.74878,6518.090244,6542.778049,6565.409756,6585.785366
513,Y514,5014.795557582449,5292.747792,5435.72453,5608.601999,5831.035797,6000.037665
514,Y515,6822.377,7319.196,7058.978,7427.747,7687.723,7179.541
515,Y516,3628.440275,3606.968434,3291.489841,3158.80648,3056.999988,2682.347064
516,Y517,1803.086372683878,1999.0,2142.0,2287.0,2509.0,2874.0
517,Y518,4377.2262859361845,5240.385955,5099.936943,5148.241815,4923.687723,4535.483573
518,Y519,7942.658076006603,9450.1233,9601.7322,9757.1676,9913.869,10069.9395
519,Y520,619.6400557996186,1762.400055,1646.800041,2358.499908,2371.899986,2457.299995
520,Y521,4057.9934086858184,4652.756981,4703.565435,4831.024077,4948.58049,4994.723681
521,Y522,2809.0647,2878.8438,2949.6047,3020.1051,3088.6545,3154.0372
522,Y523,10804.68447,11967.36235,12633.88833,13160.20774,13373.58878,13617.88378
523,Y524,10499.87104046557,12242.72,11113.37,9302.428,8899.378,7736.039
524,Y525,5760.752,6320.858,6588.6,6684.976,6903.571,6799.975
525,Y526,1276.348725,1410.608961,1445.398049,1458.367195,1450.63382,1475.360056
526,Y527,1807.331231611496,4057.688229,3855.82704,3579.833456,3419.483631,3067.055937
527,Y528,5312.265854,5366.490244,5420.5,5472.7,5522.090244,5568.221951
528,Y529,10218.525693491878,11900.0,12310.0,10860.0,10370.0,10240.0
529,Y530,14215.32942,15964.4521,18064.50797,18711.08979,20877.00544,24147.23601
530,Y531,6795.0647541143335,8448.504261,9422.270994,9618.350531,9680.115914,9485.319244
531,Y532,4673.159886934143,6135.267,6245.778,6492.822,6568.703,6552.184
532,Y533,5053.717759227947,6061.456911,6183.247647,6245.922016,6353.313779,6480.159564
533,Y534,1421.2209452304917,2860.271391,2620.416344,2441.534277,2380.868461,2426.987416
534,Y535,4564.8525,4712.2998,4864.5709,5021.3457,5182.2621,5347.042
535,Y536,3473.355188131568,4359.655586,4845.382618,4607.906333,4481.940076,4396.397861
536,Y537,2196.3544931950896,3637.746112,3656.895093,3530.107678,3587.739938,3700.24262
537,Y538,4345.530519171702,5072.360647,5563.199347,6052.086992,6591.052674,6932.844307
538,Y539,13601.31559,16315.96717,17578.13791,18331.01464,13350.34114,9061.502332
539,Y540,13400.41559,15936.36717,17281.30397,18021.19354,13194.49385,8942.27799
540,Y541,508.85330571670045,2332.6,2329.5,2340.4,2358.4,2392.1
541,Y542,9412.72952934197,11373.08,11995.26,11652.15,10237.2,9185.96
542,Y543,1377.08214,1451.883505,1547.98156,1645.910721,1749.467395,1856.718503
543,Y544,13719.570771401564,15649.66945,17404.68298,19075.51233,20366.91723,21320.70368
544,Y545,1514.4399441597682,2942.7631,2985.4238,3027.6045,3069.3827,3110.8083
545,Y546,11670.110707401334,13553.94873,15582.00019,17122.20251,18620.46529,19359.93791
546,Y547,-361.0709826582898,1250.0,1150.0,1110.0,1080.0,1080.0
547,Y548,1079.0191494872072,3038.899334,3383.16965,3859.961814,4060.755872,3638.735458
548,Y549,13100.53671,13503.81634,14227.23779,15828.49252,16509.74597,14062.91651
549,Y550,756.8022201838371,1790.957,1805.2,1818.117,1812.771,1797.151
550,Y551,5851.635887842054,7238.194322,7765.870816,8535.044086,9191.948032,9496.676961
551,Y552,180.5360407378717,1559.156833,1664.655917,1734.548583,1812.886917,1921.503917
552,Y553,5697.498966818134,7836.48468,8814.96318,9214.1248,9789.08218,10591.85579
553,Y554,3156.549812220256,6121.599118,6634.982751,7342.719381,7297.28358,8898.561316
554,Y555,4219.264725176634,7886.13,8288.16,8260.16,8750.18,9027.92
555,Y556,-559.1195045911999,2984.323083,3152.099962,3404.4176,3642.0168,3988.137
556,Y557,3947.652141328004,6960.5,3052.1,4752.8,4651.6,4159.0
557,Y558,21747.29139067346,25102.95151,27867.00055,29192.1799,32301.69956,35072.97761
558,Y559,1964.5211160848403,4812.824407,5173.021543,5555.407429,6139.227438,6111.151942
559,Y560,8881.908701127328,11870.66,12349.92,12716.36,13415.17,14127.99
560,Y561,511.38374823463556,3967.5709,4548.964859,5100.565793,5116.961776,5580.846193
561,Y562,1473.3659199771187,4086.433139,3894.288729,4051.387905,4320.375754,4011.897441
562,Y563,5026.926119,5799.439439,5615.951451,5943.681057,5839.406132,5044.069099
563,Y564,-150.06018474420256,2663.537022,2787.169741,2992.200995,2960.778001,2866.8001
564,Y565,20391.30405,22745.25171,22995.01308,23619.10194,25840.93371,26928.92693
565,Y566,2024.6708061752672,5112.356133,4833.357273,5050.471532,5132.263997,4377.498517
566,Y567,6482.222557262974,9730.277761,9720.561674,10198.6473,10353.44798,9005.024265
567,Y568,248.9162063265104,3194.135788,3211.181257,3208.538435,3161.675361,3210.070755
568,Y569,9766.802865692865,12782.65,14802.91,15457.03,15795.94,16231.97
569,Y570,12616.551352706538,16708.73732,19770.60232,18853.18644,19149.09082,19514.40049
570,Y571,4481.105377562024,8318.533566,9724.684779,9140.574455,9648.887982,9899.159271
571,Y572,5039.359535249512,9254.6,12474.8,14048.7,13658.7,13674.8
572,Y573,-2060.754257591267,2302.610369,2517.26792,2505.886262,2420.775727,2374.654566
573,Y574,389.46452504986837,3623.83,3970.06,4039.76,4133.03,4038.84
574,Y575,14546.848516478829,18175.0,20365.0,21223.0,22162.0,24143.8
575,Y576,15516.07606,18158.97151,20409.73004,21221.13171,22148.39658,24128.36944
576,Y577,4512.857089983601,6079.5114,6831.2928,7052.1283,8124.7076,8584.958
577,Y578,1836.26,1887.59,2102.73,2155.56,2019.7,2023.76
578,Y579,1880.361637647262,3889.197,4311.457,4573.036,4438.939,4421.146
579,Y580,2534.6987771899508,4236.04787,4689.57991,4721.91297,4836.03484,5125.94926
580,Y581,4560.155,4576.794,4586.897,4598.294,4617.225,4640.703
581,Y582,5069.53,5183.47,5309.46,5433.6,5563.19,5696.76
582,Y583,5341.585203874611,5398.384,5407.579,5413.393,5418.649,5424.05
583,Y584,7750.813164295244,8055.121951,8096.707317,8121.341463,8170.512195,8215.585366
584,Y585,1677.2246413812902,2680.0,3270.0,3900.0,3890.0,4690.0
585,Y586,544.3699190085695,1000.0,1371.213573,1369.855251,1379.721836,1298.022516
586,Y587,5249.139554139894,6545.56125,5937.67725,6068.585917,5679.847583,5947.17875
587,Y588,4228.481107,3436.20906,3498.884927,3576.178774,3186.276575,3146.459847
588,Y589,3013.373215151156,3622.608583,3706.584167,4034.029417,4034.124083,4249.30025
589,Y590,3165.64601348233,4359.1,3851.825,3749.75,4159.55,4904.725
590,Y591,8080.316988420919,10000.0,10078.62453,10252.58672,10555.86947,10842.27621
591,Y592,5404.4346692746,7290.0,7190.0,7270.0,7210.0,7000.0
592,Y593,1374.01,1366.11,1261.51,1201.1,1171.12,1164.14
593,Y594,763.3088785782736,2810.0,2780.0,2830.0,2880.0,2950.0
594,Y595,1940.0,2080.0,2080.0,2050.0,1980.0,1930.0
595,Y596,13813.43184193361,15950.4,18631.3,19226.7,19201.1,20044.4
596,Y597,5741.6,6276.8,7016.8,7568.8,7327.2,7630.9
597,Y598,3108.9276920174348,3910.0,3960.0,3900.0,3850.0,3850.0
598,Y599,4079.852564055989,5320.0,5210.0,5310.0,5330.0,5800.0
599,Y600,8646.050892940317,9100.0,9130.0,9200.0,9180.0,9120.0
600,Y601,4151.14975816454,4678.1,4880.3,5065.6,5161.8,5325.6
601,Y602,417.5983678971008,827.0,800.0,1649.0,1679.0,1840.0
602,Y603,3783.2916045091188,4098.0,3526.0,3113.0,3090.0,2791.0
603,Y604,2456.9314410912,2452.9,2469.76,2373.28,2258.09,2250.97
604,Y605,2999.6145733268204,2350.0,2410.0,2420.0,2400.0,2430.0
605,Y606,1967.178790329104,1430.0,1430.0,1430.0,1380.0,1350.0
606,Y607,4065.097,4220.434,4293.352,4202.96,4330.853,4527.845
607,Y608,6586.568416267522,5705.527,5544.53,5492.85,6063.356,5711.16
608,Y609,4198.825500472305,3920.3,2894.61,4160.56,3884.43,4744.29
609,Y610,2687.1971963089995,1570.0,1580.0,1600.0,1610.0,1620.0
610,Y611,6710.0,6570.0,6410.0,6420.0,6630.0,6880.0
611,Y612,3470.0736958828425,2710.0,2900.0,2950.0,2970.0,2950.0
612,Y613,3437.872778254715,2820.0,2790.0,2860.0,2930.0,3040.0
613,Y614,2680.0,2840.0,2800.0,2890.0,3120.0,3180.0
614,Y615,5242.78006170597,4900.0,4810.0,4720.0,4670.0,4740.0
615,Y616,4287.3718654423155,3830.0,3850.0,3890.0,3930.0,3980.0
616,Y617,2039.414,2173.882,2302.333,2416.731,2615.601,2817.773
617,Y618,4094.097927923132,3797.37,4090.645,4289.135,4474.294,4788.704
618,Y619,2580.431471005487,1990.42,2033.99,1970.26,1941.92,1970.17
619,Y620,2387.105196883853,2340.0,2400.0,2460.0,2550.0,2620.0
620,Y621,3214.7638579508193,3790.0,3850.0,3960.0,4020.0,4130.0
621,Y622,4550.0,5095.0,3056.0,2015.0,2243.0,4811.0
622,Y623,3145.579,3276.124,3758.881,3838.385,3981.362,4082.787
623,Y624,6151.477269915832,5650.513,6757.964,6637.162,6782.404,6562.147
624,Y625,2375.7864213124276,2374.389,2999.083,2798.777,2801.042,2479.36
625,Y626,8800.100220414128,9440.0,9380.0,9490.0,9500.0,9610.0
626,Y627,4360.0,3940.0,4020.0,3280.0,3280.0,3050.0
627,Y628,3599.487861534971,4363.0,4455.0,4535.0,4647.0,4779.0
628,Y629,1218.9697693852856,1377.0,1392.0,1389.0,1385.0,1407.0
629,Y630,9810.0,9790.0,9810.0,10040.0,9990.0,10150.0
630,Y631,10272.00168759907,10550.0,11020.0,11360.0,11770.0,12190.0
631,Y632,1320.0225945583577,1728.2,1765.1,1789.0,1805.7,1847.9
632,Y633,4960.0,4940.0,4950.0,4990.0,4940.0,4920.0
633,Y634,2014.0,2058.0,2081.0,2100.0,2137.0,2187.0
634,Y635,1503.7495568440474,1478.0,1518.0,1487.0,1468.0,1544.0
635,Y636,7511.403037803634,6730.7,6791.1,6754.2,6792.3,6834.8
636,Y637,5993.414560790919,4912.1,4897.7,4900.6,4879.6,4859.9
637,Y638,2900.769564450848,1909.2,1891.5,1871.1,1852.1,1840.8
638,Y639,2514.920411789992,1960.19,2022.41,2095.32,2180.43,2266.4
639,Y640,3111.6726710685257,2268.2,2274.8,2289.8,2260.3,2249.3
640,Y641,2769.557416153356,1730.0,1730.0,1700.0,1680.0,1710.0
641,Y642,1708.2076704614863,1364.0,1391.0,1423.0,1466.0,1520.0
642,Y643,3904.5377131320915,2920.0,2870.0,2830.0,2730.0,2750.0
643,Y644,3850.0,3660.0,3480.0,3600.0,3800.0,4060.0
644,Y645,1214.0,1230.0,1283.0,1333.0,1384.0,1447.0
645,Y646,2973.6949552306587,2290.0,2260.0,2270.0,2290.0,2360.0
646,Y647,10333.945147403512,10490.0,10460.0,10460.0,10460.0,10380.0
647,Y648,9854.0,10073.0,10311.0,10565.0,10894.0,11230.0
648,Y649,1747.9608040558269,1720.0,1770.0,1780.0,1780.0,1850.0
649,Y650,6758.688502897664,7000.0,7330.0,7570.0,7900.0,8190.0
650,Y651,2840.0,2930.0,2880.0,2780.0,2730.0,2690.0
651,Y652,1565.220051766115,2026.81,2040.8,2057.85,2074.24,2088.61
652,Y653,5372.710643614777,5006.8,5017.0,5017.2,5043.3,5054.1
653,Y654,3621.7872135916014,3247.8,3250.0,3214.2,3159.1,3133.3
654,Y655,3710.0,3440.0,3390.0,3460.0,3510.0,3600.0
655,Y656,2431.5955895168536,1951.0,2007.0,2049.0,2109.0,2190.0
656,Y657,6662.669148601445,6500.0,6632.0,6738.0,6868.0,7001.0
657,Y658,2929.0875697305382,1896.0,1896.0,1910.0,1938.0,1945.0
658,Y659,3245.698539259345,2940.0,2960.0,2880.0,2900.0,2940.0
659,Y660,2157.6563718780067,1123.0,1120.0,1107.0,1123.0,1133.0
660,Y661,3880.0,4090.0,3980.0,3590.0,3680.0,3720.0
661,Y662,1205.0,1187.0,1179.0,1192.0,1179.0,1180.0
662,Y663,4655.974156271992,4231.0,4201.0,4196.0,4172.0,4217.0
663,Y664,3980.7303742405866,3294.0,3376.0,3438.0,3481.0,3531.0
664,Y665,3600.0,3580.0,3640.0,3790.0,3850.0,3790.0
665,Y666,2772.9537020588596,2430.0,2490.0,2480.0,2670.0,2820.0
666,Y667,2057.8693359668237,1533.0,1541.0,1532.0,1558.0,1575.0
667,Y668,1750.0,1660.0,1660.0,1660.0,1640.0,1660.0
668,Y669,6051.26,6204.72,6353.42,6495.4,6598.36,6722.28
