,V1,V2,V3,V4,V5,V6,V7
328,Y329,9519.525158,9891.002556,10474.823,10941.34731,11147.76359,11430.53273
329,Y330,5224.45791952067,6568.419001,7136.692724,7626.629102,8007.981911,8473.843021
330,Y331,11295.205344591508,12946.48895,13513.50064,13793.82013,13131.34862,14056.60908
331,Y332,4758.66822261699,7016.718075,7536.643243,8171.335786,8090.908224,8675.341591
332,Y333,1010.1559088522749,4194.936728,4363.181761,4470.305337,4264.495488,4773.492436
333,Y334,7116.136729220502,8901.103608,10849.11288,11844.62531,12748.28541,14575.34538
334,Y335,6967.765648466538,9599.726543,10203.80789,10999.90393,10400.75208,10131.22542
335,Y336,-1070.431963664281,1129.141032,1183.708839,1203.595641,1121.967907,1067.087232
336,Y337,6578.882891499087,8358.42982,8744.739932,8904.277961,8537.886641,8767.460205
337,Y338,5169.948802751399,6380.735838,6607.272282,6636.643543,6860.723311,6980.311372
338,Y339,2674.966924052603,4033.914191,4019.266184,4085.874951,4132.374759,4170.593598
339,Y340,4375.145945115694,5789.187248,7015.587857,7535.624978,7877.841163,7864.768601
340,Y341,1112.6349814250566,1574.700571,1548.690824,1604.702076,1706.040617,1773.444029
341,Y342,1821.8315795834399,2433.921174,2531.675886,2469.298122,2445.954676,2622.000082
342,Y343,2556.248910858984,3081.088263,3133.061537,3103.487514,2933.156083,3066.282099
343,Y344,4750.974902153886,5012.409906,5749.154485,5742.906884,4978.805222,4948.692985
344,Y345,12322.820078161194,13195.94308,13635.09413,13583.65074,13246.1702,14058.18555
345,Y346,3000.540260220464,2244.815874,2396.147181,2511.101178,2536.849492,2727.239749
346,Y347,5068.46251688232,5017.811666,5217.523951,5214.659721,4807.005073,4832.058648
347,Y348,2335.690472,2424.566458,2299.663203,2250.279526,2183.875857,2133.40773
348,Y349,1560.7124303285389,2342.148286,2429.465875,2471.449242,2408.50404,2445.861539
349,Y350,3072.868060063054,3630.135002,3710.508816,3763.721044,3609.091197,3550.268935
350,Y351,1879.732716420816,1704.490378,1673.833561,1732.712437,1836.925128,1905.424747
351,Y352,1770.9371639725423,1229.252004,1171.299311,1218.868515,1150.008024,1179.503833
352,Y353,2579.1058634510186,1553.920417,1545.350431,1628.948309,1557.329159,1610.121243
353,Y354,13720.507362867056,12897.93565,13257.19037,13390.11071,13469.03715,14147.83627
354,Y355,2406.1047779910937,1930.305468,1942.705843,1997.593749,1961.357302,2029.913754
355,Y356,2726.9897873030377,2561.39837,2620.845356,2586.561038,2458.876129,2534.040723
356,Y357,809.3790888871931,1508.154589,1562.90971,1568.537719,1537.080677,1542.398832
357,Y358,6790.920564304026,6147.246998,6279.254569,6217.695299,5798.033886,6064.256901
358,Y359,825.803202942896,1129.541138,1235.648373,1307.269611,1373.999825,1456.294839
359,Y360,7907.174432934713,7665.288072,7934.746721,8115.9961,7614.255861,8503.862522
360,Y361,6076.010526666982,6194.542618,6365.909236,6479.257753,6941.042728,7125.582844
361,Y362,3657.0585892552945,4773.152066,5101.056623,5315.860213,4815.056185,4903.783365
362,Y363,-645.9905373839802,1559.966305,1586.376498,1563.580897,1475.206268,1472.308132
363,Y364,-1520.5724211661764,1340.968737,1348.174478,1355.386952,1362.51426,1369.43567
364,Y365,321.3803492414459,2687.591,2717.9237,2750.0515,2783.4981,2817.4724
365,Y366,-376.64887868615796,2359.1972,2423.494,2488.2792,2553.3217,2618.3676
366,Y367,14319.08158613511,17207.22168,17424.80713,18006.93481,18287.21924,19090.45776
367,Y368,9870.992804368865,13007.88906,16517.08125,17230.97813,18389.64063,19304.14531
368,Y369,16548.783574132256,20658.19727,22319.99414,23993.08203,24781.72656,27526.66211
369,Y370,808.1858820480104,3740.184375,4706.991016,5674.119531,8688.54375,9112.126563
370,Y371,-657.7339335448619,3264.838125,2939.953438,2847.63625,2873.610313,2859.153125
371,Y372,5094.5291222201595,9208.558594,9849.658594,10120.02266,10463.76641,10971.56016
372,Y373,3259.0668387622995,7359.482813,7129.859375,7359.930469,7726.345313,7856.607031
373,Y374,4073.713014652447,7169.067383,7601.162109,9316.004883,11020.82129,8961.945313
374,Y375,914.1353195837141,2730.782227,2785.963281,2883.675391,3091.156055,3296.825781
375,Y376,3803.845215,4319.055786,4884.505615,5424.608765,5647.219238,6036.150513
376,Y377,24.208109143532585,2166.557422,2064.979688,2338.51875,2604.272852,2734.758594
377,Y378,8301.662165370022,11176.62109,10939.87813,11235.86172,11282.66797,11536.8
378,Y379,1523.7610438472525,4142.4825,4560.9375,4741.7,4870.135938,4650.87375
379,Y380,930.2824012431996,3744.43875,4071.909375,4443.503125,4657.065625,4947.790625
380,Y381,-1409.650106309285,2668.554688,2736.960547,3024.542578,2992.531445,3184.5375
381,Y382,10960.440781351517,14222.73125,17587.99844,19299.15625,20968.25625,21326.92656
382,Y383,16318.171262774436,20732.0957,21651.29102,24796.75195,25197.00586,27324.97266
383,Y384,4101.408438,4214.630625,4651.427813,4899.427813,5036.363125,5143.342188
384,Y385,1069.18269313419,5382.902734,5688.945703,5847.408594,5942.055469,6411.919922
385,Y386,6908.503421841552,11387.39922,11710.64531,12161.99063,12518.87969,13247.68281
386,Y387,4722.09113238265,9100.060156,10777.62891,11743.14297,13028.33672,14585.45625
387,Y388,6407.294173523021,10383.14819,11096.39893,10935.19775,11134.5752,11308.20313
388,Y389,-689.0569501062981,2011.169219,2086.286563,2090.310156,2160.964219,2249.83125
389,Y390,4398.787358396008,6869.085156,7852.282031,8489.553906,8449.582031,8801.182031
390,Y391,7448.265432983866,10292.86875,11233.15,12008.70703,12578.24297,13328.225
391,Y392,361.1487033581915,3332.169922,3642.491406,3935.747656,4474.027734,4617.823047
392,Y393,8961.895508,9081.885742,9809.71875,9787.675781,10125.45215,10451.12305
393,Y394,3836.255469,4250.334766,4642.647266,4834.9875,5093.667969,5381.309375
394,Y395,9474.670269736935,11845.49531,12257.94453,10081.19141,8303.9125,8335.898438
395,Y396,-375.77608060681877,2297.847266,2412.3125,2544.695508,2655.588086,2651.414648
396,Y397,12239.2564597917,15250.698,15517.93,15899.255,16183.547,16598.099
397,Y398,-1000.8141828065211,2105.385547,2159.229883,2436.052734,2815.788672,2914.970898
398,Y399,-1326.7264142019721,2093.196484,2337.614063,2430.17832,2501.63418,2578.132422
399,Y400,6151.231062468056,9545.045625,9854.5975,9854.6225,9972.77625,10077.96188
400,Y401,1044.5906111600739,3504.49625,3954.465625,4157.13,4379.470938,4553.16375
401,Y402,14003.57104781813,16357.71875,16743.625,17667.89648,18759.47852,20232.91797
402,Y403,2618.8641665303644,4985.655078,5220.023047,5483.836328,5746.401563,6086.261719
403,Y404,9911.445851820974,12707.073,13758.196,14747.542,15651.357,16762.24
404,Y405,1216.8056580835942,5713.609375,5961.435938,6237.999219,6442.503516,6707.760938
405,Y406,-482.9307906089059,2896.242969,2810.238867,2755.091992,2569.279688,2509.787305
406,Y407,-1794.4296728048494,2279.85575,2304.46475,2384.291,2483.68225,2570.68
407,Y408,2367.185156,2902.922188,3862.573125,4329.72875,4545.062188,4244.384375
408,Y409,9924.141954463365,12811.37,13731.5025,11689.83625,12250.83875,12040.8025
409,Y410,9608.346411706189,12389.44043,13113.49316,14694.30957,15375.08691,16108.04883
410,Y411,10206.961970849981,12887.05938,14472.17344,16038.06094,16155.09063,16128.67188
411,Y412,3792.9225,4114.942188,4560.9375,4736.861563,4859.463438,4645.942813
412,Y413,3620.044688,4374.280313,4939.3425,5016.5175,4634.771875,4299.194375
413,Y414,-401.9172780314763,2053.729297,2072.043555,2369.330078,2695.151563,2846.974609
414,Y415,1806.9881396635078,4263.944688,4651.427813,4872.276563,4972.044688,5055.768125
415,Y416,10681.648394158103,12670.53,13779.918,14805.637,15644.515,16810.26
416,Y417,4587.833256829175,6774.412231,6385.949097,6611.229248,6494.899902,6557.547607
417,Y418,1719.2045700647952,2325.898,2392.258,2409.86825,2497.6145,2522.987
418,Y419,272.7360639862623,1945.874023,1965.479883,1931.118164,1986.514063,2003.449414
419,Y420,5028.569837429765,6905.785156,7852.282031,8451.738281,8409.644531,8707.29375
420,Y421,6763.837934331111,9122.541992,9809.71875,9720.688477,10061.9082,10342.43555
421,Y422,298.7423110750149,2395.404688,2338.835547,2432.891406,2571.755078,2723.961914
422,Y423,6371.831226046328,7867.276856,8056.604981,8367.368164,9892.696289,10288.47266
423,Y424,1472.6972943322257,3421.536719,3970.349609,4050.417969,4118.273047,4196.799219
424,Y425,6806.067861882461,8908.739844,10199.84063,10310.34766,10708.90234,11648.07891
425,Y426,3270.608187191004,5862.501875,6183.628125,6261.879375,6366.034375,6456.230625
426,Y427,5500.6189037728045,8090.619629,8140.209473,8320.706055,8322.538086,8407.664063
427,Y428,1389.6415621958176,4335.962109,4634.041797,4962.483984,5383.357031,5893.041016
428,Y429,2211.091406,2285.355859,2338.835547,2328.168555,2390.214844,2480.267578
429,Y430,14037.905209319715,16880.50195,16778.58008,17828.47656,17828.47656,18985.99219
430,Y431,-1026.4344692399945,2703.143438,2653.760938,2546.860781,2518.077188,2540.885938
431,Y432,9413.27462961543,12689.87125,13953.6525,14704.98,15097.5925,15640.17125
432,Y433,-760.4389131313061,2355.519727,2412.3125,2594.340234,2787.070313,2973.783203
433,Y434,12360.024481960058,15273.331,15517.931,15863.049,16099.333,16490.192
434,Y435,12280.0,12710.0,12930.0,13430.0,13760.0,14330.0
435,Y436,5268.970835760789,7980.3,7954.7,8003.8,7988.4,8033.0
436,Y437,1992.300402547095,4153.4,4193.5,4020.9,4101.9,4206.6
437,Y438,719.945186680555,3447.77,3495.91,3362.72,3440.55,3542.35
438,Y439,-64.74538309805527,2734.308333,2832.258333,2924.1325,3006.253333,3088.855833
439,Y440,4085.143331451969,6595.16272,6873.090631,7356.048438,7519.801097,5304.714035
440,Y441,6472.970328434274,9173.082,9295.784,9416.801,9535.079,9651.349
441,Y442,11527.90775,12863.79387,13335.57495,14999.0451,17288.54549,19507.86658
442,Y443,12021.700945474035,13882.32344,14464.16569,16205.41466,18440.74343,20774.26865
443,Y444,7908.536410622474,9919.724,9986.717,10664.06,11906.57,11727.65
444,Y445,3401.4047871056227,5905.209134,6214.506659,7044.539433,7373.961675,5207.24744
445,Y446,-95.36160670001956,2336.073951,2416.713618,2432.751606,2537.649265,2668.121257
446,Y447,-602.780069429069,1862.802274,1720.736763,1815.429027,1852.398847,1619.171621
447,Y448,1897.67903428933,4400.558,4232.859,4252.6,4146.425,3881.566
448,Y449,1670.4,1698.5,1673.2,1696.9,1723.8,1744.5
449,Y450,9438.061369711972,10790.0,10660.0,10510.0,10240.0,10140.0
450,Y451,1806.8319037806639,3308.6,3402.1,3692.8,3983.1,4291.9
451,Y452,4029.681798637477,6062.2501,7258.518,8515.909,9741.595,11065.0915
452,Y453,10851.631906875693,13962.48,17434.83,18184.05,19499.9,19602.93
453,Y454,-555.2801066336112,1227.76,1266.91,1563.17,1502.27,1446.64
454,Y455,4040.777831966813,6592.430736,6789.591686,7051.132314,7291.219274,7447.877259
455,Y456,3789.6866248156116,6183.05122,6221.27561,6258.297561,6293.217073,6325.685366
456,Y457,9640.924339713825,12318.67834,12813.82865,14459.10582,15443.21337,13989.89958
457,Y458,3682.9781701665624,6224.956536,5648.530197,5777.088473,5713.624187,4873.200367
458,Y459,5485.2891,5561.229362,5688.666732,5840.145511,6006.080247,6156.618194
459,Y460,787.2268601487858,2447.154,2552.806,2580.331,2543.696,2412.565
460,Y461,1843.9423699833578,3013.859351,2874.553915,2709.73071,2697.762882,2778.78061
461,Y462,10283.612127654496,11790.0,11600.0,11850.0,11910.0,11850.0
462,Y463,3312.1047410303167,5223.377575,5702.168288,6074.181971,6432.295813,6205.064145
463,Y464,556.0770419644399,2659.876419,2658.787476,2654.285016,2653.898929,2707.086258
464,Y465,3024.5961980759935,6146.614634,6206.936585,6264.497561,6317.787805,6366.302439
465,Y466,1301.8843748557413,3555.889915,4697.923039,5039.026066,5735.659603,6191.694065
466,Y467,6146.643,6964.884,6993.825,7069.26,7217.271,7310.293
467,Y468,8459.680398133169,11530.1472,10642.43225,10658.77273,10772.06175,8266.445605
468,Y469,12794.331424034535,15772.98,16134.89,16503.51,16876.73,17252.92
469,Y470,1728.5410654348514,4939.01,5057.22,5212.9,5412.08,5614.62
470,Y471,6906.642867154327,10090.0,10000.0,9730.0,9980.0,10130.0
471,Y472,4755.357771892327,7850.4,7839.4,7434.4,7672.4,7797.8
472,Y473,2950.646600406247,5520.0,5513.0,5376.0,5450.0,5526.0
473,Y474,739.0465943048569,3136.0,3228.0,2946.0,2502.0,2317.0
474,Y475,6126.668788032823,7768.405,7653.718333,6765.991667,6901.981667,7044.915833
475,Y476,6064.789687125791,7468.759652,7655.998693,8168.839978,8786.961481,9503.703704
476,Y477,4133.834041,4765.470479,5038.841816,5385.10755,5872.208739,6379.415289
477,Y478,3430.5669300448653,4477.909893,4873.457142,5215.389059,5396.15775,5313.205952
478,Y479,405.9808279495779,2201.004,2071.338,1936.055,1662.107,1428.235
479,Y480,2096.202949,2143.038736,2198.427533,2227.285205,2263.523921,2313.045076
480,Y481,2416.13126,2448.08254,2480.37853,2512.68276,2544.54778,2575.63815
481,Y482,7503.905298874267,8446.202,9338.431,9820.185,10113.23,10589.71
482,Y483,9613.401905326124,10380.0,10410.0,9970.0,10230.0,10240.0
483,Y484,6424.6380656821675,7652.551,7642.217,6451.277,8931.433,11441.69
484,Y485,866.7099128008055,2158.21,2316.29,2380.15,2444.77,2491.14
485,Y486,-775.3836354905936,964.309,971.07,1000.195,1043.186,1090.579
486,Y487,1610.9390630905045,3773.0,3789.0,3737.0,3876.0,3970.0
487,Y488,1516.6094936183126,4266.077022,4423.117355,4656.219807,4830.976915,4940.045836
488,Y489,2036.7430307949485,6530.278049,6544.063415,6559.607317,6576.658537,6595.168293
489,Y490,10499.066797638376,14150.0,13630.0,13970.0,14640.0,14010.0
490,Y491,1289.9803869221287,5683.6,5778.7,5814.7,6098.4,6211.9
491,Y492,1584.3161774850353,6197.766119,6605.139933,7335.027592,7468.096567,6571.853849
492,Y493,6144.535332427261,11238.83168,11779.74735,12824.37162,12797.69783,11032.15352
493,Y494,7790.802679054858,12975.36874,14454.16201,17005.25305,17548.96196,18184.41373
494,Y495,22752.04340683565,27957.05637,26662.1887,24994.10956,25388.31766,22780.37786
495,Y496,-2632.0029058590417,2032.95,2057.331,2083.061,2109.197,2135.022
496,Y497,5260.432713,6259.354638,6701.243797,7316.800032,7130.707538,5586.01772
497,Y498,4057.392852059578,7983.556695,5980.586767,5432.169048,6055.252536,6403.820949
498,Y499,157.12783559378707,4377.781,4142.981,4633.787,4586.203,4550.979
499,Y500,3345.028175283265,7620.04878,7633.75122,7646.234146,7660.260976,7677.282927
500,Y501,3004.205363459057,7049.483272,6785.225441,6740.813086,7007.003251,7208.098187
501,Y502,-297.48115804197346,1726.748834,1850.557918,1909.919549,1831.141023,1794.325738
502,Y503,100.41703230907211,3286.478814,3513.962209,3618.231253,3461.645096,3385.967463
503,Y504,9255.490234778177,12078.27458,14026.69129,13850.04682,14578.36387,13709.85212
504,Y505,8703.736759769874,11518.39337,11668.68552,12129.6423,12803.44593,11681.76126
505,Y506,8966.084382844834,11549.85021,11708.35275,12153.41971,12479.16503,11596.27118
506,Y507,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9252.110724
507,Y508,7212.671394816403,9566.481707,11343.40167,11871.51359,11232.54284,10777.5541
508,Y509,781.01902450814,2967.769924,3014.727033,3106.946671,3141.852405,3239.552036
509,Y510,7214.821951,7257.692683,7298.543902,7336.465854,7370.904878,7401.609756
510,Y511,4175.012315,5248.914529,5648.124631,6052.344447,6231.979366,5292.425561
511,Y512,2432.1457,2501.6921,2573.2928,2646.718,2721.6276,2797.7863
512,Y513,4759.522171088209,6491.74878,6518.090244,6542.778049,6565.409756,6585.785366
513,Y514,5004.981136233335,5292.747792,5435.72453,5608.601999,5831.035797,6000.037665
514,Y515,6412.6568419751065,7319.196,7058.978,7427.747,7687.723,7179.541
515,Y516,2858.2546727989907,3606.968434,3291.489841,3158.80648,3056.999988,2682.347064
516,Y517,812.0860933941207,1999.0,2142.0,2287.0,2509.0,2874.0
517,Y518,3461.770580802525,5240.385955,5099.936943,5148.241815,4923.687723,4535.483573
518,Y519,7483.4160840025415,9450.1233,9601.7322,9757.1676,9913.869,10069.9395
519,Y520,6.951605599766452,1762.400055,1646.800041,2358.499908,2371.899986,2457.299995
520,Y521,4505.503884,4652.756981,4703.565435,4831.024077,4948.58049,4994.723681
521,Y522,1751.2337627184177,2878.8438,2949.6047,3020.1051,3088.6545,3154.0372
522,Y523,10314.931485204472,11967.36235,12633.88833,13160.20774,13373.58878,13617.88378
523,Y524,9627.792580270956,12242.72,11113.37,9302.428,8899.378,7736.039
524,Y525,2479.1100029405675,6320.858,6588.6,6684.976,6903.571,6799.975
525,Y526,-1230.1801447075256,1410.608961,1445.398049,1458.367195,1450.63382,1475.360056
526,Y527,257.6468723790609,4057.688229,3855.82704,3579.833456,3419.483631,3067.055937
527,Y528,1640.3738591897484,5366.490244,5420.5,5472.7,5522.090244,5568.221951
528,Y529,8338.265513879525,11900.0,12310.0,10860.0,10370.0,10240.0
529,Y530,13133.21355326021,15964.4521,18064.50797,18711.08979,20877.00544,24147.23601
530,Y531,6200.588975473798,8448.504261,9422.270994,9618.350531,9680.115914,9485.319244
531,Y532,3888.386752223121,6135.267,6245.778,6492.822,6568.703,6552.184
532,Y533,3635.3058573819076,6061.456911,6183.247647,6245.922016,6353.313779,6480.159564
533,Y534,-733.4811778192313,2860.271391,2620.416344,2441.534277,2380.868461,2426.987416
534,Y535,4564.8525,4712.2998,4864.5709,5021.3457,5182.2621,5347.042
535,Y536,1173.4051590127347,4359.655586,4845.382618,4607.906333,4481.940076,4396.397861
536,Y537,111.39592920205672,3637.746112,3656.895093,3530.107678,3587.739938,3700.24262
537,Y538,2782.620354923046,5072.360647,5563.199347,6052.086992,6591.052674,6932.844307
538,Y539,12863.492061129566,16315.96717,17578.13791,18331.01464,13350.34114,9061.502332
539,Y540,12322.330301903063,15936.36717,17281.30397,18021.19354,13194.49385,8942.27799
540,Y541,-1770.4113737864607,2332.6,2329.5,2340.4,2358.4,2392.1
541,Y542,7518.454916502748,11373.08,11995.26,11652.15,10237.2,9185.96
542,Y543,-2615.0693789939814,1451.883505,1547.98156,1645.910721,1749.467395,1856.718503
543,Y544,11350.647733733327,15649.66945,17404.68298,19075.51233,20366.91723,21320.70368
544,Y545,-357.5626893987746,2942.7631,2985.4238,3027.6045,3069.3827,3110.8083
545,Y546,10908.430184339248,13553.94873,15582.00019,17122.20251,18620.46529,19359.93791
546,Y547,-1171.8088004741635,1250.0,1150.0,1110.0,1080.0,1080.0
547,Y548,504.68227499607235,3038.899334,3383.16965,3859.961814,4060.755872,3638.735458
548,Y549,10097.299673815198,13503.81634,14227.23779,15828.49252,16509.74597,14062.91651
549,Y550,-14.5589046466064,1790.957,1805.2,1818.117,1812.771,1797.151
550,Y551,4897.339512887469,7238.194322,7765.870816,8535.044086,9191.948032,9496.676961
551,Y552,1511.47175,1559.156833,1664.655917,1734.548583,1812.886917,1921.503917
552,Y553,5957.304443816567,7836.48468,8814.96318,9214.1248,9789.08218,10591.85579
553,Y554,3800.043875689101,6121.599118,6634.982751,7342.719381,7297.28358,8898.561316
554,Y555,5737.086464782499,7886.13,8288.16,8260.16,8750.18,9027.92
555,Y556,1179.2027691745516,2984.323083,3152.099962,3404.4176,3642.0168,3988.137
556,Y557,5602.03186273442,6960.5,3052.1,4752.8,4651.6,4159.0
557,Y558,24845.57384,25102.95151,27867.00055,29192.1799,32301.69956,35072.97761
558,Y559,3536.975766250773,4812.824407,5173.021543,5555.407429,6139.227438,6111.151942
559,Y560,10730.919185925164,11870.66,12349.92,12716.36,13415.17,14127.99
560,Y561,2012.1090804622904,3967.5709,4548.964859,5100.565793,5116.961776,5580.846193
561,Y562,3386.3497806522264,4086.433139,3894.288729,4051.387905,4320.375754,4011.897441
562,Y563,3952.066010518046,5799.439439,5615.951451,5943.681057,5839.406132,5044.069099
563,Y564,727.7940361544563,2663.537022,2787.169741,2992.200995,2960.778001,2866.8001
564,Y565,20391.30405,22745.25171,22995.01308,23619.10194,25840.93371,26928.92693
565,Y566,4665.984082,5112.356133,4833.357273,5050.471532,5132.263997,4377.498517
566,Y567,7768.092459172276,9730.277761,9720.561674,10198.6473,10353.44798,9005.024265
567,Y568,1287.286653816377,3194.135788,3211.181257,3208.538435,3161.675361,3210.070755
568,Y569,11449.669170181445,12782.65,14802.91,15457.03,15795.94,16231.97
569,Y570,14779.17946,16708.73732,19770.60232,18853.18644,19149.09082,19514.40049
570,Y571,5427.130481874981,8318.533566,9724.684779,9140.574455,9648.887982,9899.159271
571,Y572,6273.2705609452405,9254.6,12474.8,14048.7,13658.7,13674.8
572,Y573,2079.941878,2302.610369,2517.26792,2505.886262,2420.775727,2374.654566
573,Y574,1677.0819851992376,3623.83,3970.06,4039.76,4133.03,4038.84
574,Y575,15517.0,18175.0,20365.0,21223.0,22162.0,24143.8
575,Y576,16111.097300921707,18158.97151,20409.73004,21221.13171,22148.39658,24128.36944
576,Y577,3990.167209582458,6079.5114,6831.2928,7052.1283,8124.7076,8584.958
577,Y578,44.04502302387281,1887.59,2102.73,2155.56,2019.7,2023.76
578,Y579,3178.799,3889.197,4311.457,4573.036,4438.939,4421.146
579,Y580,2857.041270273885,4236.04787,4689.57991,4721.91297,4836.03484,5125.94926
580,Y581,3689.838366291859,4576.794,4586.897,4598.294,4617.225,4640.703
581,Y582,5069.53,5183.47,5309.46,5433.6,5563.19,5696.76
582,Y583,5484.298141258432,5398.384,5407.579,5413.393,5418.649,5424.05
583,Y584,8048.3397534018695,8055.121951,8096.707317,8121.341463,8170.512195,8215.585366
584,Y585,1512.9650181875136,2680.0,3270.0,3900.0,3890.0,4690.0
585,Y586,801.8838478809305,1000.0,1371.213573,1369.855251,1379.721836,1298.022516
586,Y587,5457.490895264846,6545.56125,5937.67725,6068.585917,5679.847583,5947.17875
587,Y588,2690.8750550726004,3436.20906,3498.884927,3576.178774,3186.276575,3146.459847
588,Y589,2906.9953003336364,3622.608583,3706.584167,4034.029417,4034.124083,4249.30025
589,Y590,3525.025,4359.1,3851.825,3749.75,4159.55,4904.725
590,Y591,8831.95788011972,10000.0,10078.62453,10252.58672,10555.86947,10842.27621
591,Y592,5892.952732364317,7290.0,7190.0,7270.0,7210.0,7000.0
592,Y593,383.2342541293361,1366.11,1261.51,1201.1,1171.12,1164.14
593,Y594,1425.76856951075,2810.0,2780.0,2830.0,2880.0,2950.0
594,Y595,377.00020910543344,2080.0,2080.0,2050.0,1980.0,1930.0
595,Y596,14238.997460620982,15950.4,18631.3,19226.7,19201.1,20044.4
596,Y597,4125.256419498082,6276.8,7016.8,7568.8,7327.2,7630.9
597,Y598,3546.9837985146614,3910.0,3960.0,3900.0,3850.0,3850.0
598,Y599,4221.602048599881,5320.0,5210.0,5310.0,5330.0,5800.0
599,Y600,8172.008154543812,9100.0,9130.0,9200.0,9180.0,9120.0
600,Y601,3555.659995765973,4678.1,4880.3,5065.6,5161.8,5325.6
601,Y602,116.6139541654309,827.0,800.0,1649.0,1679.0,1840.0
602,Y603,4055.519938395289,4098.0,3526.0,3113.0,3090.0,2791.0
603,Y604,2648.547323046394,2452.9,2469.76,2373.28,2258.09,2250.97
604,Y605,3177.3487317371314,2350.0,2410.0,2420.0,2400.0,2430.0
605,Y606,2357.282438465915,1430.0,1430.0,1430.0,1380.0,1350.0
606,Y607,5452.413032715277,4220.434,4293.352,4202.96,4330.853,4527.845
607,Y608,6828.874432692947,5705.527,5544.53,5492.85,6063.356,5711.16
608,Y609,4103.374506530784,3920.3,2894.61,4160.56,3884.43,4744.29
609,Y610,3004.003039545325,1570.0,1580.0,1600.0,1610.0,1620.0
610,Y611,6710.0,6570.0,6410.0,6420.0,6630.0,6880.0
611,Y612,3260.9147797206465,2710.0,2900.0,2950.0,2970.0,2950.0
612,Y613,3202.0158638685593,2820.0,2790.0,2860.0,2930.0,3040.0
613,Y614,3529.3140928950165,2840.0,2800.0,2890.0,3120.0,3180.0
614,Y615,5878.134066530451,4900.0,4810.0,4720.0,4670.0,4740.0
615,Y616,4708.901578421041,3830.0,3850.0,3890.0,3930.0,3980.0
616,Y617,3425.240894897664,2173.882,2302.333,2416.731,2615.601,2817.773
617,Y618,4744.850211725093,3797.37,4090.645,4289.135,4474.294,4788.704
618,Y619,2722.3955338418577,1990.42,2033.99,1970.26,1941.92,1970.17
619,Y620,2640.884350470439,2340.0,2400.0,2460.0,2550.0,2620.0
620,Y621,3033.0079712329857,3790.0,3850.0,3960.0,4020.0,4130.0
621,Y622,5696.00468241926,5095.0,3056.0,2015.0,2243.0,4811.0
622,Y623,2993.631004848871,3276.124,3758.881,3838.385,3981.362,4082.787
623,Y624,5305.709386939611,5650.513,6757.964,6637.162,6782.404,6562.147
624,Y625,2223.116,2374.389,2999.083,2798.777,2801.042,2479.36
625,Y626,8604.16002893439,9440.0,9380.0,9490.0,9500.0,9610.0
626,Y627,3225.3141172685814,3940.0,4020.0,3280.0,3280.0,3050.0
627,Y628,3769.0403337159005,4363.0,4455.0,4535.0,4647.0,4779.0
628,Y629,1468.6415439978277,1377.0,1392.0,1389.0,1385.0,1407.0
629,Y630,9694.782470537926,9790.0,9810.0,10040.0,9990.0,10150.0
630,Y631,10070.0,10550.0,11020.0,11360.0,11770.0,12190.0
631,Y632,1695.0790260422737,1728.2,1765.1,1789.0,1805.7,1847.9
632,Y633,4480.136945048327,4940.0,4950.0,4990.0,4940.0,4920.0
633,Y634,3109.3634968896567,2058.0,2081.0,2100.0,2137.0,2187.0
634,Y635,1706.1633039896828,1478.0,1518.0,1487.0,1468.0,1544.0
635,Y636,7449.0079516685055,6730.7,6791.1,6754.2,6792.3,6834.8
636,Y637,5818.460959123145,4912.1,4897.7,4900.6,4879.6,4859.9
637,Y638,2809.3827170883133,1909.2,1891.5,1871.1,1852.1,1840.8
638,Y639,3077.853987553723,1960.19,2022.41,2095.32,2180.43,2266.4
639,Y640,3572.780997657531,2268.2,2274.8,2289.8,2260.3,2249.3
640,Y641,3133.5333789634033,1730.0,1730.0,1700.0,1680.0,1710.0
641,Y642,2036.4273794593603,1364.0,1391.0,1423.0,1466.0,1520.0
642,Y643,3000.0,2920.0,2870.0,2830.0,2730.0,2750.0
643,Y644,4026.257240558427,3660.0,3480.0,3600.0,3800.0,4060.0
644,Y645,641.2166498985343,1230.0,1283.0,1333.0,1384.0,1447.0
645,Y646,3012.0866037004507,2290.0,2260.0,2270.0,2290.0,2360.0
646,Y647,10189.403976231608,10490.0,10460.0,10460.0,10460.0,10380.0
647,Y648,9711.605206014598,10073.0,10311.0,10565.0,10894.0,11230.0
648,Y649,1660.0,1720.0,1770.0,1780.0,1780.0,1850.0
649,Y650,6760.0,7000.0,7330.0,7570.0,7900.0,8190.0
650,Y651,2524.0373238225734,2930.0,2880.0,2780.0,2730.0,2690.0
651,Y652,1459.8358773060345,2026.81,2040.8,2057.85,2074.24,2088.61
652,Y653,5205.66118549407,5006.8,5017.0,5017.2,5043.3,5054.1
653,Y654,3868.730246902211,3247.8,3250.0,3214.2,3159.1,3133.3
654,Y655,4396.137561017012,3440.0,3390.0,3460.0,3510.0,3600.0
655,Y656,2928.486957085854,1951.0,2007.0,2049.0,2109.0,2190.0
656,Y657,6722.386413267801,6500.0,6632.0,6738.0,6868.0,7001.0
657,Y658,3352.8520609152138,1896.0,1896.0,1910.0,1938.0,1945.0
658,Y659,2900.0,2940.0,2960.0,2880.0,2900.0,2940.0
659,Y660,1938.2857138404572,1123.0,1120.0,1107.0,1123.0,1133.0
