V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
M148,5076.36,5327.82,5097.22,5166.54,5261.9,5376.81,4953.8,5265.8,4622.31,4518.16,4258.75,4176.04,3866.36,3551.47,3312.32,3454.33,3245.4,3146.95,3055.64,2983.62
M149,3628.35,4149.95,3880.95,3945.3,4511.55,4691.15,4781,5271.85,5086.75,4809.05,4907.35,4913.6,4558.3,4275.1,3526.8,3244,3880.1,3967.65,3638.95,3645.55
M150,3320.5,5051,4876.5,3474.5,3483.5,3634,3474.5,4165.5,4337.5,4477.5,4220,4363,4828,4945,3958.5,5032,7989,10426,10264.5,7519
M151,6063,7355,7234,10281,2841,2924,2015,2079,4320,5366,3315,2053,2575,2416,3392,2130,2805,2669,3651,2698
M152,5717,6374,5837.5,7318.4,4613,4611.4,5623.6,6058.7,6449.9,5711.2,5474.1,4922.7,5639.5,4867.4,4342,4701.9,4645.7,4892.3,5229.8,5544.4
M153,1550.61,1488.54,1200.03,1451.49,2576.19,2434.2,2586.21,1898.55,2958.18,3290.73,3408.39,3214.71,4205.43,4378.53,4279.68,4799.25,4902.84,5379.84,5527.05,6004.83
M154,1041,898,854,609.5,745.5,783,765,816.5,879,966.5,878.5,614.5,552,704.5,488.5,532,491,794.5,1190.5,1025.5
M155,2086,2404,2324,1346,1868,2078,1634,1656,1762,1772,1824,1996,1822,2560,1596,1950,1826,1792,2378,2200
M156,158.4,157.8,176.6,204.8,264,312.4,364.8,412.2,487,552.6,625.2,630,727.4,777.2,796.6,875.2,1007.2,1169.8,1373.6,1597.8
M157,122.2,120,135.4,160.6,211.8,251.2,295.8,336,397,448,507.6,507.6,586.2,611.2,621.2,672.4,769.2,882.8,1037.8,1211.8
M158,165,190,210,240,325,350,370,415,445,480,510,540,605,680,755,835,875,960,1140,1470
M159,181,189,206,221,261,306,345,381,450,523,588,612,706,831,877,1014,1190,1435,1679,1930
M160,240,315,360,390,405,420,480,660,915,975,1005,1155,1320,1695,2355,2745,2880,2865,3975,7020
M161,622.5,841,923.5,1186.5,1370.5,1508,1758,1708.5,1675.5,1785.5,1943.5,1950.5,2321.5,2376.5,2451.5,2687,2870.5,3088,3560,3924.5
M162,2580,2500,2480,2200,3490,4520,4950,3120,3040,2930,6030,3530,4120,3600,5480,2970,4640,3550,4420,3140
M163,5130,6090,5880,5220,6030,6510,7080,6450,5670,5400,2460,4920,4830,4770,4980,5430,5100,5250,5160,5340
M164,1737.4,1934.4,1716,1894.6,2078.4,2116.4,2132.8,1874.2,2021.4,2109,2101.2,1913,1965,1903.4,1837.4,1888,1912,1971.4,2041.6,2132.2
M165,1408.6,1595.2,1409.6,1563.4,1727,1758,1790.2,1559.6,1707.8,1789.2,1788.4,1614.2,1662.4,1605.6,1547.4,1598.2,1630.8,1691,1767.2,1857.2
M166,9630,9640,8610,8130,9000,9060,8420,7670,7430,7570,7350,6750,6510,6400,6250,6190,5880,5780,5530,5440
M167,1359.8,1494.4,1378.4,1411.8,1608.8,1610.6,1627,1476.8,1528.2,1620.4,1647.6,1508.8,1541,1513.2,1454.2,1483.4,1490.4,1547.6,1570,1624.4
M168,263,287,315,357.5,382.5,437.5,488.5,531,623,662.5,712.5,821,931.5,1012.5,1042,1173,1308,1456.5,1675.5,1946.5
M169,235,245.5,299.5,334,362.5,443,469.5,500,593,676,730.5,796,912,1001,1010,1146,1294,1420.5,1670.5,1907
M170,241,240,274,254.5,295,303,287,319.5,359.5,440,493,510,559,649,663.5,751.5,779,945,1046.5,1204.5
M171,149.5,154.5,161,167,179.5,204.5,208.5,232,261.5,278,313,410.5,474.5,535,559.5,618,660,826.5,909.5,1021
M172,240.5,275.3,306.6,345.6,381.8,424,463.5,500.5,554,612.5,664.5,713.4,779.2,835.8,888.9,951.2,1014.7,1093.8,1175,1290.5
M173,274,312.8,356.4,407.8,445.4,497.4,548.2,586.6,637.4,698.8,756.8,818.6,881.2,942.2,994.6,1056,1117,1184.4,1254.4,1339.8
M174,176.6,200.4,213.8,235.8,264.2,288,306.6,332.2,378.4,420.4,454,477.2,530.4,567.6,604.8,648.8,695.2,765.4,837.6,952.2
M175,385.4,420,475,494,539.6,598.8,645.6,686,737.8,813.4,875.8,891.2,944.6,1003.8,1059.4,1123.6,1189.6,1299.2,1415.2,1542.6
M176,105,135.5,161.5,228.5,230,253,284,323.5,380.5,420.5,467,560.5,648.5,699.5,759.5,837.5,885,962,1045.5,1158.5
M177,3380,3160,3310,2570,4930,3635,3215,3590,4205,3825,3960,3640,3945,4300,3775,3790,4385,4785,4810,5045
M178,3000,3820,4720,3500,7120,5660,5860,5560,8960,8540,8740,5200,7780,9540,5900,5480,6520,6420,5240,5200
M179,3216.5,3379,3351,3955.5,3551.5,3724.5,3836,4047,4388,4366,4072,4274,4948.5,4490.5,4590.5,4780,4704,4901,4967.5,5084
M180,2434,3372,3288,2744,3372,3130,3508,3246,3290,3846,3658,3578,3632,4006,3752,3558,3358,3618,3464,3332
M181,107.8,84.5,215.8,555,574.1,380.55,315.45,466.15,607.05,397.35,505.5,510.2,568.65,670.9,748.15,881.85,898.5,1110.65,1361.65,1345
M182,188.8,136.7,83.1,337,975,637.6,450.1,516.3,730.9,452.7,528,391.4,427.3,1044.3,1198.2,1408.6,1351.6,1458,1635.1,1853.8
M183,605.95,665.9,804.25,814.1,1005.05,1210.95,1221.15,1228.75,964.45,950.5,951.4,1063.7,1218.85,1511.95,1332.35,1618.2,1773.9,2317,3089.35,3381.1
M184,115.8,178.4,228.7,347.3,649.5,851.1,830.5,847,949.6,1176.6,1147,1125.5,1099.7,1494.8,1597.2,1640.7,1668.6,1701.6,2022.7,2344.4
M185,176.8,287.6,178,286.8,1002.2,1405.2,1329.8,1289,1311.8,1576.8,1457.8,1079,863.8,2353.2,2510.4,2640.6,2563,2507,2906,3266.8
M186,155.2,150.5,251.95,633.3,882.65,842.4,742.6,785.25,917.5,726.55,658.55,606,772.6,696.1,656.85,695.2,760.9,1019.25,1377.35,1546.8
M187,281.7,270.8,428.7,1090.6,1562.6,1498.4,1283.5,1154.9,1229.9,894.2,693.3,545.2,1205.6,1101.8,1057.2,1095,1165.8,1369.6,1571.1,1795
M188,304.45,282.3,252.25,265.05,313.8,444.25,732.75,820.05,830.4,780.5,663.2,599.95,653,677.2,774.45,769.45,866.05,985.45,1413.35,2072.1
M189,783,773,763.5,755,763.5,1251.5,1912,2126,1975.5,1789,1224.5,1140.5,1286,1410.5,1951,1751.5,1779,2677,2801,4614.5
M190,938,767.2,811.2,929.2,911.6,1096,902,1140.8,1016.6,867.6,904.4,956,1054.4,1134,1328.6,1283,1257.2,1348.6,1511.4,1483
M191,1024.5,890.5,740,647.5,709,928,1246,1405,1417,1440.5,1395.5,1637,1495,1448.5,1795.5,2035.5,2771,3104,3848.5,5380.5
M192,5299,8319.6,6295.5,2444.3,6774.4,5358.7,5329.8,2231.8,2378.6,4250.2,5639.8,2675.7,2453.2,3721.9,1871.9,2353.8,3129,4515.6,5332.4,6769.9
M193,4631.45,2885.05,2136.5,5478.8,2805.6,1133.6,1171.45,712,4167.2,1535.25,1109.35,621.5,1924.7,1120.95,950.6,1187.2,2189.25,2225.65,3269.95,3660.8
M194,1530,1850,1950,2540,2670,2930,3120,3390,3360,3780,4090,4310,4520,4880,5040,5550,5660,5870,6130,6230
M195,4790,4860,4460,4860,5470,5190,6110,5960,6290,6310,6090,4770,5140,4970,5250,5530,5510,5650,5880,6230
M196,4590,4595,3715,4140,5190,4720,5235,4640,5405,5500,5230,4740,5380,5365,5675,5970,6165,6580,7020,7225
M197,1495,1595,1570,1670,1805,2045,2390,2285,2020,2530,2280,2515,2615,2595,2795,2885,2970,2945,3120,3320
M198,392,528,1692,2276,1244,1626,1152,1888,2346,2192,2084,2182,2186,1718,1844,2206,2404,3252,3894,4212
M199,900,910,1230,2000,3110,4120,6850,4760,3670,3960,3200,3040,3090,1560,1420,1960,2270,1810,1610,1400
M200,1030,960,950,1310,1960,2160,4750,2770,1570,1800,1500,1700,1970,1910,2240,2190,2130,1600,1640,1450
M201,5050,6440,6130,5610,6640,6120,5160,6640,5570,4540,5310,4050,4190,3220,4480,3950,3760,3290,3610,2910
M202,1708,1319,2046,2148,1784,2108,1849,2429,2440,2414,2213,2834,2952,3017,3130,3359,3776,4181,4748,4461
M203,236,166,222,174,366,384,294,802,1160,990,1142,938,1184,2072,2138,2152,2580,2906,2544,2852
M204,135,225,345,375,420,885,945,2055,2640,2700,3450,3045,3900,5520,5925,6525,7125,7905,7275,7665
M205,2271,1923,1491,1083,2796,2154,1416,1056,1446,1785,2238,1071,1251,954,1212,1071,1227,1425,2271,3000
M206,1329,1471,1573,1821,2050,2239,2391,2526,2819,2932,2952,2952,3211,3409,3619,3728,4010,4225,4416,4687
M207,2362,1898,1726,1530,2508,2630,2534,2322,2452,2576,3138,1926,1490,1416,1206,1192,1484,1450,1344,1418
M208,1491.5,1703,1646.5,1974.5,2236.5,2396.5,2440.5,2631.5,2905.5,3079.5,3080.5,3267,3300,3426.5,3472,3662,3736.5,3752,3879,3987
M209,2592.5,2502.5,2480,2769,2822,2776,2802.5,2611.5,2785.5,2814,2744,2655.5,2817.5,2797,2743.5,2729,2694.5,2773,2935,3132
M210,517.5,688.5,844.5,1083,1095,1413,1563,1542,1566,1686,1728,3064.5,3294,3666,4512,5241,5425.5,5295,5530.5,5737.5
M211,792,982.5,1023,1282.5,1519.5,1624.5,1780.5,1927.5,2214,2422.5,2481,2665.5,3187.5,3409.5,3508.5,3832.5,4143,4426.5,4606.5,4858.5
M212,2658,3435,3429,3269,3701,3940,4406,4425,4357,4938,5379,5033,5270,5100,5433,5535,5645,5735,5802,5957
M213,1561,1903.5,1704,1994.5,2379,2602,2640.5,2711.5,3012.5,3328.5,3343,3157,3394.5,3335,3483,3600.5,3825.5,3712,3827,3929
M214,4478,4663,4249,4252,4694,4539,4500,4168,4203,4267,4157,3634,3479,3321,3156,2957,2759,2668,2686,2640
M215,813,799.5,1098,1800,1788,1927.5,1972.5,1936.5,2280,2443.5,2599.5,2730,3339,3498,3649.5,3964.5,4092,4437,5178,5652
M216,561,711,705,873,990,930,999,1026,1308,1560,1602,1728,2061,2328,2367,2304,1692,3195,3204,3186
M217,5778.5,7290,7954.5,4955,7538,7477.5,8158.5,6809.5,7271,6575.5,5440,5717.5,7257.5,7132.5,7162.5,7432,7645,7574.5,7466.5,4781
M218,8219,6836.5,7349,6645,5474,5747.5,7263.5,7118.5,7141.5,7414,7647,7572,7470.5,4778,3722,5462.5,4995,5096,5238.5,6852
M219,5718.5,5509.5,4593,4808.5,4919,4893,5428,4971.5,4923,5726.5,6141,6285,6496,5516.5,6239,6012,5520.5,6037.5,6477,6511
M220,1452,1612.5,696,738,163.5,706.5,2773.5,3103.5,2667,4569,6438,7002,7491,4449,3082.5,2895,2148,3220.5,3843,6241.5
M221,7066.2,6985.8,6735.3,6561.9,6008.7,5928.6,5948.1,5366.7,5513.7,4672.5,4342.2,4451.4,3804.9,3804.3,3549.9,3306.6,3105.6,2780.7,2796.3,2456.7
M222,1606.5,2520,2245.2,2106.3,2003.4,2271.6,2196,2063.4,2189.4,2343.6,2320.8,2557.5,2914.5,2977.2,2741.7,2748.3,3062.7,2655.3,3112.5,3175.8
M223,7933,6907,6449,5850,4985,5294,7013,7573,7499,7843,7324,5672,4875,5260,5005,4980,4535,4820,5076,4432
M224,3104.8,2598.8,2644.4,2620.6,2375.8,2633,3525.8,3695.2,3811.2,4037.2,3890.8,3528.4,3491.6,3878.8,3993.6,4067.8,4332.4,5026.6,5322.8,5463.8
M225,4911.6,4761.5,5303.2,5696.4,6205.4,6245.1,5381.3,5289.4,6137,6574.8,6068.2,5946.2,6870.8,6615.3,6563.2,6777,7157.7,7166.7,6370.8,6372.9
M226,4072.6,4043.8,4274.6,4638.4,4761,5094.2,5328.6,5113.4,4875.6,5203.4,5403.2,5487.6,5578.2,5903.2,6337.4,6127.2,6424.8,6750.6,6963.4,6982.8
M227,3115.5,2856.3,3125.1,4051.8,4245.6,4410,4689.3,4588.2,4225.8,4248.6,4619.7,4767,4760.1,5068.8,5689.5,5778.3,6106.5,6222,6407.4,6480
M228,4698.5,5095,5160.5,4485.5,4466,5013.5,5142,4789.5,4809,5565.5,5431.5,5365,5614.5,5931.5,6009.5,5368,5565,6188.5,6433.5,6387
M229,6321,5940,5907,6090,6996,6768,6177,6732,6579,6528,5004,5208,5388,5832,6183,6945,7032,6684,5565,5655
M230,4729.05,5130.95,4314.8,4980.7,5918.45,4974.25,5994.15,3968.95,5232.55,4972.15,5392.3,3439.6,3062,4510.25,3623.5,3648.9,3738.85,4309.65,4441.9,4579.45
M231,4599,5596,5082,3630,3014,5353,5063,5992,6925,7074,7198,7903,6039,6032,5517,5582,3110,2129,2791,2360
M232,4062,4555,4278,4458,2737,4819,4321,3945,2429,2870,2821,2548,2766,3152,4229,4528,3806,4061,4821,6373
M233,4540,5321,4373,5365,4889,5128,5783,7387,4405,4431,5259,4735,4739,5316,6085,6798,6764,6133,6149,6244
M234,5703,6469,5984,6741.5,4650.5,6477.5,6610.5,5643,4387.5,5307.5,5301,5036,5497,5832.5,6599.5,7244,7261.5,6526.5,6830,7177
M235,3992,4062,3198,4008.5,4465.5,4056,4661.5,3127.5,4399,4420,3783.5,2823.5,3468,3457.5,3189.5,3583,3784,4200.5,4672,4563
M236,1674,1900,1813,1849,1751,2165,2519,2300,2035,2173,2214,2442,2389,2683,3229,3150,3276,3249,3241,3659
M237,3250,3872,3844,4388,2420,3756,3472,2638,2046,2818,2770,2342,2690,2638,2934,3754,3998,3466,3630,3846
M238,5314,5592,5063,5410,5660,6402,6330,5937,6109,5833,6042,6122,6065,5858,6083,6659,5828,6591,7267,6555
M239,2484.2,2527.7,2058.3,2699.8,2177.9,3235.3,2944.6,2559.5,2214.1,2694.7,2900.1,2576,2848,3104.2,3422.2,3673.3,3546.8,3257.4,3662.4,3811.1
M240,4797.5,4911.5,4079,5751.5,4893,7584,6658.5,5939.5,5163,6375.5,7233,6076.5,6755,7255,7849.5,8285.5,7986,7354.5,8168,8213.5
M241,711,696,420,297,168,111,114,91.5,130.5,192,208.5,148.5,141,264,372,571.5,753,982.5,985.5,1264.5
M242,2512,2271,2044,1875,1313,1276,1809,1767,2021,2241,2018,1934,2123,2501,2556,2629,2740,3185,4037,4458
M243,4475,4960,5160,6485,4479,5683,6202,5430,5465,5445,5431,4606,5214,4771,4178,4366,4913,5305,4752,5413
M244,2034,3390,3753,4317,3252,4722,3730.5,2926.5,2752.5,2595,2208,1795.5,2913,1942.5,910.5,1344,1611,1873.5,1869,2214
M245,5784,5715,5381,5655,6180,6042,4966,4295,4669,4920,4824,3738,3858,3950,4213,4586,4801,5215,5544,5194
M246,671.5,810,997,1117.5,1300,1404,1643.5,1339.5,1797,2357,1530.5,1333,1615,1349,1188,1283.5,1572,1963,2141.5,2380
M247,3285,3189,3596,4969,5613,6518,3148,2397,5558,5099,4334,5380,6273,5600,6039,5773,8984,9746,8267,6895
M248,1900.5,1680.5,1445,1765,1364.5,1421,1389,1329,1635,1861,1595,1647.5,1710.5,1656.5,1641.5,1856,2123,2253.5,2553.5,2791.5
M249,3065.5,3219.5,3297,3523.5,3593.5,3675,3828,3858,4011,4169,4264.5,4423,4416,4448,4778,5000,5094,5318.5,5552,5807.5
M250,3275.5,3443,3656.5,3835.5,3986.5,3972,4154,4342.5,4345,4551,4684,4670.5,4720.5,4814.5,4880,5000,5059,5143,5352,5556
M251,2772.5,2932,3100,3339,3486,3576.5,3797,3934.5,4114.5,4273.5,4337,4496.5,4351.5,4489.5,4772.5,5000,5166,5381,5649,5780
M252,3350,3510,3665.5,3865,3985,3974,4142.5,4276,4419.5,4562.5,4636.5,4691,4810.5,4844,4907.5,5000,5126,5241.5,5477,5710
M253,3618,3723.5,3884,4075,4090.5,4033,4231.5,4360,4493,4680,4730,4740,4690,4762,4895.5,5000,5110.5,5177.5,5363.5,5548.5
M254,2953.5,3164,3445,3697,3562.5,3778,4018.5,4156.5,4434.5,4598.5,4679,4681.5,4700,4719,4848.5,5000,5081,5047,5252.5,5435
M255,3237.5,3294.5,3386,3619,3805.5,3710,3951.5,4086,4234.5,4481,4664.5,4690.5,4700.5,4746,4873.5,5000,5146,5307.5,5523,5685.5
M256,2663.5,2779.5,3012.5,3242.5,3216,3310.5,3450,3614.5,3793.5,4007.5,4146.5,4287,4433,4556.5,4753.5,5000,5132,5354.5,5688.5,5963
M257,3488,3635.5,3755.5,3932,4088,4084,4293,4395.5,4609.5,4720,4762.5,4729,4660.5,4725,4874,5000,5100.5,5149,5283.5,5531
M258,2669.5,2791.5,2936,3056.5,3215,3349,3577.5,3705.5,3878,4073,4246,4283,4295,4493.5,4751.5,5000,5210,5317,5295,5325.5
M259,3780,3816,3903,4058,4188,4295,4340,4271,4346,4512.5,4588,4587.5,4633.5,4714.5,4905.5,5000,5114.5,5275.5,5394.5,5522.5
M260,4069.5,4243.5,4390.5,4529,4582.5,4275,4239,4339,4364.5,4471,4667,4734,4690,4737.5,4821,5000,5143.5,5247.5,5400,5608.5
M261,3736.5,3811,3945,4232,4159.5,4128,4242,4341.5,4498,4625.5,4526.5,4467,4543,4709.5,4819,5000,5207,5457.5,5698,5818
M262,3360,3464,3630,3818.5,3794.5,3764,3949.5,4128,4326.5,4435.5,4412,4490,4393,4564,4846.5,5000,5145.5,5304,5512.5,5652.5
M263,2997,3107,3241,3455.5,3579.5,3703,3806,3856.5,3987,4111.5,4259,4442,4562,4627,4763.5,5000,5073,5188.5,5387.5,5648
M264,3140,3351,3555,3746,3858,3983.5,4164.5,4391,4326.5,4517,4585,4600,4655.5,4887.5,4883.5,5000,5088.5,5248,5437.5,5625.5
M265,2722,2883.5,3100.5,3332.5,3525.5,3691.5,3932.5,4057,4195,4316.5,4410.5,4512.5,4392.5,4543.5,4753,5000,5220.5,5448,5691,5874.5
M266,3221.5,3380.5,3547,3736,3782,3890,4080,4192,4347,4478.5,4532,4625.5,4786,4830,4882.5,5000,5196,5344,5518,5687
M267,3532,3722,3896.5,4015,4041,4167.5,4311.5,4519.5,4690,4835,4890.5,4864,4781.5,4847,4923.5,5000,5171.5,5341,5471,5635
M268,2883,3043.5,3256,3504,3527.5,3720.5,3918,4097.5,4330.5,4444.5,4451.5,4542.5,4719,4731.5,4812,5000,5033,5084.5,5264.5,5489
M269,3005,3111.5,3230.5,3452,3580.5,3598.5,3786.5,3938,4065.5,4356,4603.5,4673.5,4729.5,4762,4856,5000,5185,5401.5,5626.5,5826
M270,2684,2834,3091,3371.5,3369,3521.5,3630.5,3780,3985,4245,4290.5,4358,4550.5,4707.5,4836.5,5000,5169,5387.5,5670,5913.5
M271,3481.5,3596.5,3722.5,3871,4014.5,4147,4367,4572.5,4843,4988.5,4988.5,4863,4803.5,4842.5,4884.5,5000,5159,5325.5,5370.5,5558
M272,2973,3109,3201,3294,3421,3596,3814.5,4079,4017,4143,4242.5,4288.5,4370,4435.5,4552.5,5000,5284,5231,5089.5,4944.5
M273,4201.5,4198,4338,4444,4598.5,4729,4926.5,4874.5,4841,4956.5,4914,4889.5,4917.5,4799.5,4869,5000,5243,5496,5639.5,5717
M274,3909.5,4096,4319,4440,4422,4302,4353.5,4484,4580.5,4632,4752.5,4775.5,4774,4853.5,4929.5,5000,5141,5247.5,5360,5479.5
M275,3574.5,3690,3921,4130,4070,4053.5,4071.5,4053,4282,4468.5,4472,4476,4521,4725.5,4817.5,5000,5321,5614,6031,6232.5
M276,3164,3269,3452,3606,3583.5,3659.5,3851,4007,4173,4271.5,4269.5,4321.5,4368,4570,4791,5000,5180,5325,5517.5,5623.5
M277,2656,2740.5,2837,3042.5,3218.5,3486.5,3698.5,3788.5,3985,4022.5,4177,4325,4306,4535,4744,5000,5220,5326,5506.5,5688
M278,3200,3305,3441,3543.5,3745.5,3894.5,4060.5,4192.5,4331,4460,4578.5,4680.5,4788,4894,4904.5,5000,5083,5103.5,5120,5160.5
M279,3144.5,3282,3371,3566.5,3767,4011,4089.5,4277,4348.5,4373.5,4497.5,4611,4720.5,4789,4847,5000,5078.5,5166,5379,5577
M280,3186.5,3313.5,3431,3547.5,3589,3743.5,3898.5,3991.5,4196,4321.5,4430,4567,4737,4834.5,4890,5000,5086,5230,5409,5434.5
M281,3356.5,3527.5,3675,3858.5,4011.5,4166,4231.5,4290.5,4457,4606,4726.5,4811.5,4769,4778.5,4899,5000,5128.5,5206.5,5320,5234
M282,2293,2406.5,2542.5,2715.5,3043.5,3406.5,3581.5,3815.5,3949,4180,4188.5,4474,4576.5,4702.5,4845.5,5000,4959,5003,5238.5,5460
M283,3195.5,3363,3533,3624,3715.5,3807,3895,4002.5,4143.5,4267.5,4358,4456.5,4572.5,4729,4837,5000,5128,5305,5455,5500.5
M284,2714.5,2857.5,3012,3172.5,3274,3529.5,3687.5,3838,4033.5,4208.5,4347.5,4556,4648,4787,4916,5000,5222.5,5245,5358,5467
M285,3709.5,3871.5,3902,3933.5,4020,4185,4356.5,4524,4633,4763,4791.5,4886,4916.5,4974,4938.5,5000,5123,5231.5,5305,5386
M286,2442.5,2589.5,2707,2854.5,2969.5,3160,3393,3560.5,3758,3891.5,4102.5,4353.5,4521.5,4729,4842.5,5000,5107.5,5312.5,5344.5,5484
M287,3339.5,3423.5,3514.5,3614.5,3719,3888,4024,4144,4276.5,4481,4583.5,4688,4735.5,4772.5,4882,5000,5069.5,5127,5163,5272.5
M288,3547.5,3754,3868,3989.5,4075,4105.5,4229,4247,4333,4401.5,4443,4556.5,4606,4783.5,4842.5,5000,5185,5279,5505.5,5734
M289,3777.5,3889.5,4054,4229.5,4308.5,4549,4605,4529,4634,4727,4801.5,4816,4855.5,4951.5,4999,5000,5088,5151,5181.5,5229
M290,4105,4031,4014,3960.5,4029,4078.5,4052.5,4082,4161.5,4237,4328.5,4384,4448,4572.5,4714.5,5000,5259,5419,5452,5560
M291,3392.5,3628.5,3586,3756.5,3649.5,3657,3850,3794.5,3931.5,4087.5,4275.5,4690,4562.5,4158,4559.5,5000,4868,4990.5,5416,5929.5
M292,3668.5,4174,4680.5,4697,4883.5,4641.5,4819,5064,4858,5028.5,5178.5,5107,4690,4663.5,4762,5000,5184,5345.5,5668.5,6016
M293,2466,2659.5,2774.5,3049.5,3252,3441,3600,3675,3789,4112.5,4527.5,5061,4505,4472.5,4568,5000,5310.5,5884.5,6489,6876.5
M294,4161.5,4463.5,4732.5,5133,5199,4863.5,5022.5,4931,5034.5,5192.5,5328.5,5228,5156,4972.5,4843,5000,5224.5,5477,6002.5,6475
M295,4674,4949.5,5084,5075.5,4587,4345,4489,4665.5,4864.5,5205.5,5331.5,5078.5,4795.5,4954,4966.5,5000,5172,5273,5505,5856.5
M296,4290,4890.5,5644.5,6076.5,4523,4532.5,4841.5,5218,5530.5,6017.5,5628,5206,5105.5,5039,4753.5,5000,4689,4451,4846.5,5332.5
M297,4316.5,4310,4359.5,4731,4824,4481,4464,4538.5,4566,4814,5225,5061.5,4824.5,4795.5,4968,5000,5111,5366.5,5739,5986.5
M298,3193,3333.5,3657,4082.5,3742.5,3707,3807.5,3912.5,4217.5,4479.5,4480,4587.5,4581,4537,4748,5000,5238,5739,6423,7019
M299,4745.5,4817.5,4707,4904,4708,4502.5,4404.5,4844,5213,5126,5079.5,4550.5,4362.5,4451.5,4685,5000,5392.5,5437,5682.5,5963
M300,3266,3878,3719.5,4226.5,4442,4971.5,5475,5674.5,5026,4746.5,4697,5524,4936.5,5234.5,5744.5,5000,6057,6063,6109.5,5841
M301,4360.5,4335.5,4516,4636.5,4496,4635,4721,4582,4268.5,4459,4613,4337.5,4315.5,4399.5,4703.5,5000,5049.5,5447.5,5772.5,6448
M302,3994.5,4394,4622,4770,4552,3949.5,3544.5,3594.5,3794.5,3986,4377.5,4495,4380,4560,4748.5,5000,5394.5,5795.5,6197.5,6555.5
M303,4272,4351,4341,4624.5,4512,4422.5,4496.5,4416.5,4549.5,4676.5,4425.5,4001.5,4218,4430.5,4808,5000,5121,5613,6412,6876
M304,2927.5,3182.5,3520.5,3826.5,3537,3119,3420.5,3911.5,4333.5,4532.5,4163.5,4189.5,3854.5,4110.5,4763.5,5000,5018.5,4994.5,5204.5,5210
M305,2596,2817.5,2985.5,2927.5,2843.5,3127.5,3392,3422.5,3536,3954,3893,3733,4087,3889.5,4516.5,5000,5230,5839.5,6011,6206.5
M306,2035.5,2166,2386,2515.5,2785,2718,3019,3146.5,3377.5,3771,3967,4160.5,4273,4409,4677.5,5000,4864.5,4980,5429,5987
M307,2180.5,2294,2473.5,2735,2680.5,2499,2764,3009,3419.5,3591.5,3689.5,3851.5,3768,4009,4719,5000,5223,5405.5,5919.5,5973
M308,2203.5,2407.5,2697,2987,3251,3196.5,3457.5,3712.5,3931.5,4225,4339,4498.5,4422.5,4585.5,4906.5,5000,4927.5,5078,5488.5,6048.5
M309,2292.5,2387.5,2552.5,2822.5,3168,2964.5,3209,3352,3479,3649.5,3846.5,4165,4299.5,4261,4646,5000,4996,5023,5303,5932
M310,1516.5,1696,2084.5,2571,2574.5,2848,3314.5,3373.5,3926.5,4187.5,4478,4212.5,3910,4221.5,4936.5,5000,5702,6613.5,7206.5,7303
M311,2411.5,2567.5,2803,2926.5,3129,3174,3513,3855.5,4191,4538.5,4141.5,4470.5,4361,4463,4842.5,5000,5123,5364,5654.5,6149.5
M312,1334,1551,1638,1747,2143,2123,2431.5,2687.5,2687.5,2892.5,3388,3868,4020,4093,4699.5,5000,4731.5,4948.5,5480,6298.5
M313,2643,2924.5,3215.5,3604.5,3698,3582,3935.5,4841,3868.5,4155,4217.5,4282.5,4279,4427,4748.5,5000,5169.5,5336.5,5815.5,6202.5
M314,2339.5,2366,2699.5,2923,2943,3034,3375.5,3498,3794.5,3894,3970.5,4029,4022,4323.5,4683,5000,5077,5140.5,5429,6010
M315,2688.5,2817,2982,3390.5,3570.5,3239,3378.5,3428,3695.5,3922,3901,3980,4207,4623,4940.5,5000,5172.5,5387.5,5540.5,5713.5
M316,2816.5,2928,3114,3352,3375,3159.5,3452,3784.5,3920,4015.5,4218.5,4421.5,4295,4341,4616.5,5000,5018.5,5103,5399,5668.5
M317,2797.5,2991.5,3024.5,3384.5,3632.5,3529.5,3850.5,4115.5,4192.5,4350,4340.5,4308,4344,4431.5,4722,5000,5237,5532.5,5527.5,5736
M318,2607.5,2617.5,2809,3400.5,3789,3765,3935.5,3991,4368.5,4746,5182.5,5273,4797.5,4623.5,4943,5000,5328.5,5886,6817.5,7627.5
M319,2603.5,2584.5,2377,2909,3655,3069.5,3433,3428.5,3548.5,3624,3810,4178.5,4405.5,3939,4747,5000,4775,4885.5,5671,6804
M320,2148.5,2283.5,2560.5,2805.5,2999,2859.5,3357.5,3565,3568,3985,4232,4200,4060,4284.5,4709,5000,4941.5,5172.5,5657,6139.5
M321,1877.5,2012,2289.5,2625.5,2916.5,2821,3064.5,3118,3349,3730.5,3915,4248.5,3604.5,3929.5,4601.5,5000,5380.5,5756,6551,6968.5
M322,2738,2955.5,3122,3275,3336,3340.5,3640,3820,3994,4387.5,4573,4513,4499.5,4504,4750,5000,5166,5368.5,5665,6162.5
M323,2113.5,2275,2625.5,3472,2906.5,3089.5,3279.5,3541,3794,4066,3741.5,3878,4150.5,4423,4432.5,5000,5190,6050,6535,7241
M324,2868,2945,3232.5,3534,3611.5,3155.5,3597.5,3658.5,3834,4282,4407.5,4356.5,4344,4284,4811,5000,5145,5615,5995,6448
M325,2663.5,2846,3132.5,3890.5,4131,3716,3925.5,4051,4301.5,4924.5,4677.5,4877.5,4845.5,4566,5047.5,5000,5032,5563,6749.5,8239.5
