V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
D183,9962.5,10137.5,10106.2,10140.6,10012.5,10062.5,10015.6,10068.8,9950.0,9925.0,10018.8,10031.2,10081.2,10034.4
D184,3107.7919096309524,10162.5,10193.8,10146.9,10056.2,10078.1,10100.0,10075.0,10028.1,9984.38,10056.2,10050.0,10090.6,10081.2
D185,1993.5346160026504,10103.1,10096.9,9968.75,9925.0,10012.5,10003.1,9956.25,9921.88,9884.38,9993.75,10006.2,10025.0,10018.8
D186,2019.1153897357283,10109.4,10162.5,9978.12,10053.1,10034.4,10093.8,9975.0,9984.38,9978.12,10015.6,10028.1,10037.5,10068.8
D187,1456.508658648347,9621.88,9768.75,9612.5,9640.62,9506.25,9709.38,9809.38,9815.62,9703.12,9837.5,9803.12,9756.25,9700.0
D188,1990.6378621533995,9437.5,9615.62,9368.75,9403.12,9300.0,9531.25,9718.75,9684.38,9571.88,9681.25,9665.62,9575.0,9600.0
D189,1727.8945286312144,9606.25,9618.75,9418.75,9418.75,9490.62,9684.38,9737.5,9756.25,9696.88,9737.5,9703.12,9637.5,9681.25
D190,3598.4916641933187,10125.0,10253.1,10178.1,10125.0,10137.5,10103.1,10131.2,10187.5,10165.6,10140.6,10225.0,10178.1,10206.2
D191,4003.6912436524644,10118.8,10215.6,10125.0,10093.8,10118.8,10078.1,10125.0,10165.6,10153.1,10134.4,10190.6,10175.0,10200.0
D192,3959.572989827442,10246.9,10228.1,10137.5,10134.4,10125.0,10121.9,10150.0,10184.4,10165.6,10203.1,10190.6,10203.1,10225.0
D193,-5226.81267219087,1343.125,1324.0625,1324.0625,1336.25,1320.9375,1320.9375,1314.6875,1330.3125,1330.3125,1313.125,1315.0,1316.5625,1316.5625
D194,-4293.52996196637,1343.125,1329.6875,1343.4375,1336.25,1320.9375,1320.9375,1320.9375,1330.3125,1330.3125,1313.125,1315.625,1320.9375,1325.3125
D195,-4264.225036978485,1339.375,1324.0625,1324.0625,1336.25,1319.6875,1315.3125,1314.6875,1330.0,1320.625,1313.125,1315.0,1316.5625,1316.5625
D196,-3839.743378840749,1339.375,1328.75,1343.4375,1336.25,1319.6875,1315.3125,1320.9375,1330.0,1320.625,1313.125,1315.3125,1320.3125,1325.3125
D197,1930.5755806073466,6912.5,6853.12,6853.12,6775.0,6737.5,6759.38,6793.75,6734.38,6737.5,6787.5,6693.75,6634.38,6681.25
D198,3052.883912695323,6912.5,6884.38,6859.38,6790.62,6781.25,6812.5,6818.75,6759.38,6762.5,6806.25,6703.12,6700.0,6712.5
D199,2924.4431005693204,6868.75,6837.5,6771.88,6750.0,6721.88,6759.38,6762.5,6709.38,6731.25,6718.75,6650.0,6634.38,6678.12
D200,2656.015507185314,6871.88,6846.88,6787.5,6775.0,6775.0,6781.25,6762.5,6750.0,6743.75,6721.88,6665.62,6687.5,6696.88
D201,1903.5656960083768,6865.0,6983.0,7084.0,7119.0,7164.0,7152.0,7159.0,7134.0,7188.0,7193.0,7195.0,7214.0,7354.0
D202,-3751.72370635638,1211.25,1204.0625,1210.3125,1204.6875,1204.6875,1193.125,1192.8125,1188.125,1192.8125,1201.5625,1195.625,1186.875,1186.875
D203,-4288.320157016209,1193.4375,1194.6875,1200.0,1201.875,1188.4375,1182.5,1186.875,1186.875,1185.3125,1190.3125,1194.375,1183.125,1183.125
D204,-4857.647492376637,1196.875,1199.6875,1205.0,1202.1875,1194.0625,1189.0625,1190.9375,1186.875,1186.5625,1200.625,1194.375,1183.125,1183.125
D205,1811.5463640293524,8640.625,8562.5,8531.25,8503.125,8515.625,8490.625,8471.875,8512.5,8525.0,8500.0,8506.25,8481.25,8487.5
D206,2668.8341795935853,8653.125,8565.625,8543.75,8515.625,8515.625,8503.125,8518.75,8543.75,8546.875,8509.375,8506.25,8506.25,8487.5
D207,2980.3382137442622,8606.25,8537.5,8496.875,8500.0,8478.125,8462.5,8515.625,8540.625,8509.375,8496.875,8503.125,8490.625,8484.375
D208,4065.5628744625037,9240.62,9400.0,9171.88,9387.5,9496.88,9231.25,9296.88,9412.5,9431.25,9571.88,9778.12,9743.75,9684.38
D209,3721.039099726708,9346.88,9425.0,9290.62,9500.0,9506.25,9296.88,9378.12,9440.62,9587.5,9759.38,9803.12,9781.25,9687.5
D210,3599.6048475621874,9156.25,9068.75,9115.62,9328.12,9153.12,9143.75,9159.38,9312.5,9431.25,9559.38,9678.12,9693.75,9603.12
D211,3416.9010739441824,9343.75,9143.75,9234.38,9484.38,9221.88,9278.12,9378.12,9362.5,9556.25,9712.5,9743.75,9731.25,9640.62
D212,1237.8125,1222.8125,1222.8125,1245.3125,1245.3125,1248.75,1230.9375,1230.0,1240.0,1233.125,1236.875,1249.375,1245.625,1245.625
D213,-4298.754102989222,1225.0,1249.0625,1248.125,1250.9375,1248.75,1230.9375,1246.875,1240.0,1233.125,1236.875,1249.375,1245.625,1245.625
D214,1229.0625,1222.8125,1222.8125,1245.3125,1245.3125,1248.75,1230.9375,1230.0,1238.125,1233.125,1236.875,1249.0625,1244.6875,1242.8125
D215,-2757.0035697840526,1225.0,1249.0625,1248.125,1250.9375,1248.75,1230.9375,1246.875,1238.125,1233.125,1236.875,1249.0625,1244.6875,1242.8125
D216,3274.7214729997304,6864.0,6982.0,7083.0,7118.0,7163.0,7151.0,7158.0,7133.0,7187.0,7192.0,7194.0,7213.0,7353.0
D217,2612.3178813502163,6328.12,6350.0,6390.62,6237.5,6243.75,6234.38,6162.5,6175.0,6184.38,6246.88,6237.5,6209.38,6265.62
D218,3621.0799443932838,6350.0,6359.38,6400.0,6303.12,6315.62,6234.38,6193.75,6243.75,6243.75,6278.12,6300.0,6234.38,6306.25
D219,6234.38,6303.12,6309.38,6246.88,6228.12,6231.25,6156.25,6146.88,6103.12,6162.5,6228.12,6231.25,6203.12,6262.5
D220,3261.2212531845717,6343.75,6334.38,6259.38,6281.25,6240.62,6178.12,6175.0,6218.75,6206.25,6240.62,6250.0,6212.5,6296.88
D221,3643.2317975187925,6865.0,6983.0,7084.0,7119.0,7164.0,7152.0,7159.0,7134.0,7188.0,7193.0,7195.0,7214.0,7354.0
D222,682.2,686.5,698.3,708.4,711.9,716.4,715.2,715.9,713.4,718.8,719.3,719.5,721.4,735.4
D223,-1347.4075165994589,1250.625,1282.65625,1290.9375,1275.0,1262.5,1271.875,1277.65625,1275.15625,1262.5,1255.46875,1306.40625,1311.40625,1309.6875
D224,-620.0750296659785,1248.125,1282.65625,1270.46875,1275.0,1262.5,1271.25,1277.65625,1275.15625,1258.28125,1255.46875,1306.40625,1308.28125,1309.6875
D225,-955.0214656571625,1250.625,1282.65625,1285.625,1275.0,1262.5,1271.25,1277.65625,1275.15625,1262.5,1255.46875,1306.40625,1308.28125,1309.6875
D226,69.30632764980001,1205.625,1205.625,1200.9375,1203.75,1203.75,1218.75,1223.4375,1228.75,1240.625,1235.0,1233.4375,1230.625,1230.0
D227,419.6521425655261,1208.125,1207.8125,1200.9375,1209.375,1219.0625,1218.75,1223.4375,1228.75,1240.625,1235.0,1233.4375,1230.625,1230.0
D228,249.38515091339144,1205.625,1205.625,1200.9375,1194.375,1203.75,1218.75,1223.4375,1228.75,1240.625,1235.0,1233.4375,1230.625,1229.375
D229,-291.9055445458237,1208.125,1207.8125,1200.9375,1209.375,1219.0625,1218.75,1223.4375,1228.75,1240.625,1235.0,1233.4375,1230.625,1229.375
D230,620.4621562854883,1415.625,1420.3125,1407.5,1413.4375,1411.25,1425.9375,1414.375,1415.625,1404.6875,1402.8125,1429.375,1426.25,1432.5
D231,488.54751295091995,1415.625,1420.3125,1407.5,1413.4375,1411.25,1425.9375,1414.375,1415.625,1404.0625,1402.8125,1429.375,1426.25,1432.5
D232,480.74673908342606,1415.625,1420.3125,1407.5,1413.4375,1425.0,1425.9375,1414.375,1415.625,1404.0625,1407.1875,1429.375,1426.25,1432.5
D233,98.51513802202138,1518.75,1512.1875,1493.4375,1490.625,1492.1875,1498.75,1488.125,1498.4375,1497.5,1502.1875,1502.1875,1495.625,1493.4375
D234,431.0302884502356,1518.75,1512.1875,1493.4375,1490.625,1492.1875,1498.75,1488.125,1498.4375,1497.5,1502.1875,1502.1875,1495.625,1493.4375
D235,-49.476671533047806,1172.5,1164.375,1157.03125,1148.75,1150.78125,1141.25,1150.0,1157.8125,1163.90625,1170.46875,1175.9375,1156.71875,1161.40625
D236,258.6458636575327,1176.71875,1165.0,1157.03125,1148.75,1150.78125,1141.25,1150.0,1157.8125,1166.25,1171.5625,1177.8125,1156.71875,1161.40625
D237,1165.78125,1172.5,1158.90625,1146.71875,1148.75,1150.78125,1141.25,1150.0,1157.8125,1163.90625,1170.46875,1175.9375,1156.71875,1160.0
D238,676.6860924847825,1176.71875,1158.90625,1146.71875,1148.75,1150.78125,1141.25,1150.0,1157.8125,1166.25,1171.5625,1177.8125,1156.71875,1160.0
D239,838.3617588080473,1423.4375,1434.375,1429.375,1421.25,1417.5,1419.6875,1406.875,1395.9375,1379.6875,1378.75,1377.1875,1370.625,1379.6875
D240,512.3885108928002,1423.4375,1434.375,1429.375,1421.25,1417.5,1419.6875,1406.875,1380.625,1373.125,1378.75,1368.125,1370.625,1379.6875
D241,7.876186184699536,1423.4375,1434.375,1429.375,1421.25,1417.5,1419.6875,1406.875,1380.625,1379.6875,1378.75,1368.125,1370.625,1379.6875
D242,745.3513934416297,1404.375,1418.125,1416.875,1416.25,1428.4375,1415.0,1424.375,1434.0625,1447.5,1444.6875,1455.625,1463.125,1446.875
D243,564.8198002786132,1420.625,1418.125,1416.875,1421.25,1428.4375,1415.0,1424.375,1434.0625,1447.5,1444.6875,1455.625,1463.125,1446.875
D244,467.6744411791818,1404.375,1418.125,1410.3125,1416.25,1428.4375,1415.0,1424.375,1434.0625,1447.5,1444.6875,1455.625,1463.125,1446.875
D245,34.27537249239836,1420.625,1418.125,1410.3125,1421.25,1428.4375,1415.0,1424.375,1434.0625,1447.5,1444.6875,1455.625,1463.125,1446.875
D246,228.89509519440205,1265.625,1263.4375,1262.1875,1269.375,1273.125,1269.6875,1266.875,1251.875,1267.8125,1276.25,1271.875,1270.9375,1269.375
D247,91.07703662158536,1265.625,1263.4375,1262.1875,1269.375,1265.0,1269.6875,1266.875,1251.875,1267.8125,1276.25,1271.875,1270.9375,1269.375
D248,1185.3125,1185.3125,1182.1875,1182.1875,1179.6875,1174.6875,1175.9375,1175.9375,1184.375,1191.875,1194.375,1196.25,1195.9375,1195.9375
D249,-113.28345188451189,1193.125,1182.1875,1182.1875,1179.6875,1178.4375,1181.25,1184.6875,1184.375,1191.875,1194.375,1196.25,1195.9375,1195.9375
D250,845.0483516107316,1185.3125,1181.875,1179.0625,1179.6875,1174.6875,1175.9375,1175.9375,1184.375,1191.875,1194.375,1192.5,1194.375,1194.375
D251,782.3615157742308,1193.125,1181.875,1179.0625,1179.6875,1178.4375,1181.25,1184.6875,1184.375,1191.875,1194.375,1192.5,1194.375,1194.375
D252,450.5680291495596,1223.4375,1219.0625,1203.4375,1199.0625,1194.375,1208.125,1217.8125,1217.8125,1205.625,1212.5,1215.0,1215.0,1211.875
D253,-57.70160772975923,1223.4375,1223.125,1219.0625,1207.1875,1197.5,1217.5,1218.75,1219.6875,1219.6875,1212.5,1215.0,1217.8125,1211.875
D254,581.0055311129598,1210.3125,1215.625,1203.4375,1197.8125,1194.375,1208.125,1217.8125,1211.5625,1202.5,1203.125,1215.0,1205.9375,1209.6875
D255,383.1574566375108,1223.4375,1219.0625,1203.4375,1199.0625,1197.5,1217.5,1218.75,1212.5,1205.625,1203.125,1215.0,1206.875,1209.6875
D256,342.32430997731103,1189.6875,1195.0,1199.21875,1189.84375,1201.5625,1205.46875,1208.4375,1194.53125,1221.875,1225.46875,1228.90625,1227.96875,1192.1875
D257,-96.78406300541573,1135.94,1163.12,1163.75,1170.31,1170.94,1173.75,1171.25,1168.75,1174.69,1178.12,1173.12,1167.5,1170.31
D258,250.21726486648382,1126.56,1132.81,1154.06,1160.31,1165.0,1160.94,1162.81,1162.81,1160.62,1170.94,1164.69,1162.5,1166.25
D259,84.8346140725327,1134.06,1156.88,1162.19,1168.44,1167.19,1166.25,1164.06,1164.06,1174.06,1174.38,1167.81,1163.75,1169.69
D260,332.2338473757792,1088.75,1085.31,1091.25,1107.5,1101.25,1092.19,1091.25,1103.44,1101.56,1104.38,1111.25,1118.12,1122.81
D261,-154.0091983762549,1093.12,1091.88,1112.81,1109.06,1109.38,1099.38,1104.38,1110.0,1109.06,1108.75,1119.06,1124.69,1124.38
D262,789.3583074675698,1085.0,1090.31,1109.06,1100.0,1092.19,1095.62,1103.44,1104.38,1102.5,1107.19,1114.38,1122.81,1118.75
D263,735.2943071518155,1126.25,1116.88,1108.12,1114.69,1123.75,1120.31,1123.12,1126.88,1128.75,1124.38,1136.88,1132.5,1138.44
D264,388.43051763463683,1115.94,1106.25,1107.81,1109.06,1119.38,1120.31,1121.56,1122.81,1123.12,1123.12,1130.0,1132.19,1135.0
D265,-105.80627131333908,1118.75,1108.12,1114.69,1124.38,1120.31,1123.12,1126.25,1128.44,1124.06,1136.56,1130.62,1138.44,1137.5
D266,504.99075040907536,1058.75,1055.0,1056.88,1050.94,1052.5,1054.06,1050.0,1047.19,1043.12,1065.94,1060.62,1067.81,1064.06
D267,320.9618899844513,1059.69,1059.06,1064.38,1053.12,1054.38,1054.06,1052.81,1049.69,1067.19,1065.94,1068.44,1071.25,1068.12
D268,244.85558527318702,1054.38,1051.88,1050.94,1048.44,1046.88,1045.31,1047.19,1042.19,1043.12,1059.06,1058.44,1064.06,1063.75
D269,-207.53615445850355,1055.94,1057.81,1051.56,1052.5,1053.44,1049.06,1052.5,1043.12,1065.62,1060.31,1066.88,1064.69,1066.88
D270,276.3363747517858,1195.94,1206.88,1208.75,1206.88,1207.81,1214.38,1228.44,1228.75,1231.25,1240.94,1231.88,1219.38,1204.69
D271,120.17135233134485,1210.94,1213.44,1218.75,1210.62,1215.31,1228.12,1234.69,1235.31,1241.88,1243.75,1233.75,1221.25,1210.62
D272,409.39798298670485,1195.94,1201.25,1202.19,1198.12,1207.81,1211.56,1223.44,1223.75,1231.25,1228.75,1218.44,1205.94,1198.75
D273,-75.53190536905032,1206.88,1211.56,1204.69,1206.56,1214.06,1227.5,1227.19,1230.94,1240.0,1230.62,1219.69,1207.5,1208.12
D274,818.0138250911092,1158.12,1162.5,1161.56,1157.19,1162.5,1167.5,1167.19,1168.75,1153.44,1159.38,1144.06,1132.19,1120.94
D275,741.9759746160435,1161.88,1163.75,1164.69,1166.88,1169.06,1170.0,1171.56,1168.75,1156.88,1162.81,1145.31,1132.5,1130.94
D276,392.72692612962254,1154.06,1155.62,1155.94,1154.69,1162.5,1165.31,1165.31,1149.06,1149.69,1139.06,1131.88,1123.75,1120.31
D277,-106.20951861067083,1160.31,1162.5,1159.06,1162.5,1166.88,1165.62,1169.06,1151.25,1155.0,1141.88,1133.44,1127.19,1125.31
D278,535.1133225508498,1090.62,1094.69,1100.94,1102.81,1105.31,1110.94,1115.0,1120.0,1121.25,1114.38,1107.19,1106.25,1110.94
D279,372.87786959087464,1089.69,1094.69,1090.94,1100.94,1102.81,1109.06,1114.06,1116.25,1111.25,1103.75,1103.12,1106.25,1110.0
D280,340.70122082563785,1091.88,1097.81,1104.69,1105.31,1111.25,1114.38,1122.19,1122.5,1113.75,1104.69,1105.31,1111.88,1119.06
D281,-65.14218385679723,1129.06,1133.75,1135.31,1131.88,1124.38,1126.56,1120.31,1127.81,1138.12,1140.94,1142.81,1145.62,1147.19
D282,210.2138199795052,1110.0,1124.69,1125.0,1117.19,1116.88,1111.88,1110.62,1116.56,1128.12,1131.25,1129.06,1138.75,1140.0
D283,53.80664352829609,1127.19,1129.38,1134.06,1118.12,1118.12,1124.06,1116.88,1127.19,1136.25,1139.38,1140.62,1139.38,1142.5
D284,-112.45498132752539,1021.56,1025.31,1023.75,1020.31,1024.38,1019.38,1023.75,1030.62,1031.56,1038.75,1050.62,1044.69,1048.44
D285,-1357.964043671547,1023.44,1025.0,1020.0,1025.31,1019.38,1023.75,1030.0,1033.75,1037.5,1050.62,1043.12,1044.06,1051.88
D286,-590.2428891983958,1263.125,1263.125,1240.0,1232.8125,1232.5,1232.5,1234.0625,1210.9375,1205.625,1210.3125,1228.4375,1222.5,1222.5
D287,-1017.2174191548554,1263.125,1267.1875,1240.0,1232.8125,1235.9375,1232.5,1234.0625,1210.9375,1205.625,1210.3125,1228.4375,1222.5,1222.5
D288,-1702.9622033349976,1256.25,1263.125,1240.0,1232.8125,1232.5,1230.3125,1234.0625,1210.9375,1205.625,1210.3125,1228.4375,1222.5,1222.5
D289,-2490.762417803017,1256.25,1267.1875,1240.0,1232.8125,1235.9375,1230.3125,1234.0625,1210.9375,1205.625,1210.3125,1228.4375,1222.5,1222.5
D290,6402.993772651076,9946.88,9959.38,9968.75,9962.5,9925.0,9912.5,9953.12,9946.88,9931.25,9953.12,9993.75,9987.5,10003.1
D291,5587.477543081383,9975.0,9971.88,9971.88,9971.88,9934.38,9959.38,9956.25,9953.12,9953.12,9996.88,10012.5,10018.8,10009.4
D292,9900.0,9943.75,9940.62,9959.38,9925.0,9900.0,9878.12,9934.38,9925.0,9918.75,9940.62,9965.62,9975.0,9981.25
D293,3756.320566938231,9959.38,9968.75,9965.62,9928.12,9909.38,9956.25,9943.75,9934.38,9950.0,9993.75,9981.25,10015.6,10000.0
D294,10465.625,10362.5,10331.25,10287.5,10212.5,10256.25,10237.5,10206.25,10212.5,10153.125,10140.625,10184.375,10278.125,10106.25
D295,1276.1558753587783,8609.38,8840.62,8828.12,8828.12,8846.88,8906.25,8856.25,8875.0,8912.5,8881.25,8884.38,8828.12,8846.88
D296,1301.3577270049998,8890.62,8859.38,8912.5,8846.88,8921.88,8918.75,8881.25,8984.38,8940.62,8893.75,8890.62,8853.12,8884.38
D297,777.1562442487166,8603.12,8796.88,8818.75,8809.38,8803.12,8850.0,8834.38,8875.0,8871.88,8850.0,8821.88,8818.75,8846.88
D298,1414.758242635957,8818.75,8837.5,8834.38,8831.25,8912.5,8850.0,8868.75,8918.75,8881.25,8884.38,8831.25,8840.62,8884.38
D299,1912.5855505946133,9706.25,9700.0,9712.5,9756.25,9762.5,9775.0,9765.62,9778.12,9737.5,9784.38,9765.62,9759.38,9731.25
D300,1178.3385428961137,9562.5,9662.5,9671.88,9709.38,9709.38,9750.0,9728.12,9684.38,9687.5,9678.12,9728.12,9725.0,9678.12
D301,370.57850333754925,9706.25,9687.5,9712.5,9721.88,9762.5,9771.88,9750.0,9687.5,9718.75,9753.12,9734.38,9728.12,9693.75
D302,1460.9277035853397,9893.75,9759.375,9756.25,9765.625,9765.625,9725.0,9762.5,9765.625,9765.625,9743.75,9771.875,9650.0,9693.75
D303,1213.3723427705581,9525.0,9362.5,9331.25,9334.38,9331.25,9365.62,9356.25,9350.0,9340.62,9356.25,9337.5,9184.38,9231.25
D304,1082.418936674851,9334.38,9315.62,9262.5,9284.38,9259.38,9265.62,9318.75,9328.12,9259.38,9240.62,9200.0,9125.0,9153.12
D305,727.8082049796669,9350.0,9321.88,9303.12,9318.75,9278.12,9340.62,9340.62,9337.5,9268.75,9331.25,9203.12,9178.12,9168.75
D306,568.5902254472554,8756.25,8828.12,8762.5,8678.12,8659.38,8696.88,8512.5,8462.5,8534.38,8700.0,8771.88,8728.12,8940.62
D307,925.4831729198047,8815.62,8840.62,8768.75,8709.38,8712.5,8703.12,8528.12,8521.88,8687.5,8778.12,8850.0,8943.75,8943.75
D308,8709.38,8753.12,8765.62,8662.5,8637.5,8646.88,8496.88,8437.5,8462.5,8534.38,8621.88,8731.25,8725.0,8887.5
D309,1531.9279032771278,8803.12,8781.25,8671.88,8643.75,8693.75,8515.62,8471.88,8515.62,8678.12,8778.12,8746.88,8940.62,8893.75
D310,2623.7271287144554,8656.25,8515.62,8503.12,8478.12,8340.62,8350.0,8375.0,8428.12,8437.5,8321.88,8287.5,8371.88,8421.88
D311,2611.9746836045338,8668.75,8565.62,8575.0,8481.25,8378.12,8418.75,8500.0,8521.88,8450.0,8356.25,8362.5,8418.75,8462.5
D312,2130.2434485879835,8478.12,8443.75,8456.25,8300.0,8250.0,8337.5,8318.75,8403.12,8312.5,8231.25,8287.5,8368.75,8393.75
D313,8700.0,8500.0,8509.38,8490.62,8321.88,8325.0,8368.75,8446.88,8434.38,8337.5,8287.5,8318.75,8396.88,8415.62
D314,3020.0231628135584,8931.25,9065.62,9071.88,9100.0,9143.75,9112.5,9143.75,9168.75,9368.75,9384.38,9378.12,9421.88,9350.0
D315,9231.25,9078.12,9096.88,9178.12,9175.0,9150.0,9237.5,9193.75,9362.5,9412.5,9393.75,9421.88,9421.88,9371.88
D316,3079.668904619145,8915.62,9018.75,9050.0,9059.38,9075.0,9081.25,9131.25,9168.75,9306.25,9321.88,9362.5,9328.12,9309.38
D317,3021.7697448772797,9040.62,9062.5,9175.0,9153.12,9115.62,9131.25,9159.38,9353.12,9375.0,9362.5,9403.12,9362.5,9325.0
D318,3057.3090402866223,8881.25,8759.38,8793.75,8993.75,8953.12,8962.5,8965.62,8965.62,8943.75,8871.88,8881.25,8878.12,8893.75
D319,2564.005490237321,8896.88,8800.0,8978.12,9025.0,8971.88,8978.12,9015.62,8978.12,8962.5,8887.5,8903.12,8903.12,9021.88
D320,8840.62,8750.0,8756.25,8793.75,8925.0,8918.75,8921.88,8965.62,8931.25,8856.25,8846.88,8859.38,8868.75,8890.62
D321,2056.117887210678,8756.25,8796.88,8968.75,8959.38,8959.38,8956.25,8968.75,8940.62,8862.5,8865.62,8878.12,8896.88,8984.38
D322,8740.62,8815.62,8809.38,8856.25,8843.75,8881.25,8868.75,8790.62,8784.38,8818.75,8825.0,8828.12,8662.5,8634.38
D323,3002.7381035050653,8825.0,8853.12,8868.75,8887.5,8881.25,8881.25,8812.5,8828.12,8856.25,8853.12,8843.75,8675.0,8687.5
D324,2800.4468983748657,8771.88,8803.12,8825.0,8821.88,8850.0,8787.5,8771.88,8781.25,8803.12,8818.75,8640.62,8640.62,8631.25
D325,2510.2294803731334,8815.62,8846.88,8850.0,8881.25,8868.75,8790.62,8790.62,8815.62,8818.75,8831.25,8659.38,8650.0,8653.12
D326,62.171584010063334,5768.75,5803.12,5728.12,5721.88,5659.38,5762.5,5787.5,5831.25,5871.88,5840.62,5906.25,5953.12,5984.38
D327,-192.83131060150436,5803.12,5806.25,5734.38,5771.88,5731.25,5843.75,5890.62,5871.88,5903.12,5925.0,5971.88,5990.62,6059.38
D328,-414.3298081106308,5778.12,5709.38,5712.5,5656.25,5721.88,5790.62,5887.5,5837.5,5875.0,5878.12,5956.25,5968.75,6034.38
D329,-205.50241235610636,6500.0,6518.75,6543.75,6612.5,6596.88,6653.12,6625.0,6618.75,6750.0,6712.5,6709.38,6606.25,6512.5
D330,264.71519982486814,6431.25,6437.5,6450.0,6543.75,6553.12,6606.25,6575.0,6590.62,6700.0,6631.25,6618.75,6431.25,6500.0
D331,320.5791288837038,6493.75,6515.62,6450.0,6596.88,6571.88,6609.38,6612.5,6606.25,6721.88,6712.5,6618.75,6506.25,6512.5
D332,244.39308653961314,6200.0,6009.38,5965.62,5993.75,6121.88,6131.25,6150.0,6043.75,6031.25,6115.62,6218.75,6350.0,6240.62
D333,-319.80952433114294,6200.0,6009.38,5965.62,5993.75,6121.88,6131.25,6150.0,6043.75,6031.25,6200.0,6218.75,6350.0,6240.62
D334,530.0014683209542,6200.0,6009.38,5965.62,5993.75,6121.88,6131.25,6150.0,6043.75,6031.25,6115.62,6209.38,6350.0,6240.62
D335,405.6452259049916,6200.0,6009.38,5965.62,5993.75,6121.88,6131.25,6150.0,6043.75,6031.25,6200.0,6209.38,6350.0,6240.62
D336,515.7914765460777,6884.38,6743.75,6678.12,6762.5,6668.75,6606.25,6562.5,6500.0,6446.88,6368.75,6346.88,6500.0,6525.0
D337,0.5299249385748954,6884.38,6743.75,6678.12,6762.5,6668.75,6606.25,6562.5,6500.0,6446.88,6368.75,6346.88,6500.0,6525.0
D338,920.0340258188259,6884.38,6743.75,6678.12,6762.5,6668.75,6606.25,6562.5,6500.0,6446.88,6368.75,6346.88,6500.0,6525.0
D339,892.9966184899271,6884.38,6743.75,6678.12,6762.5,6668.75,6606.25,6562.5,6500.0,6446.88,6368.75,6346.88,6500.0,6525.0
D340,697.4757425265209,6862.5,6768.75,6765.62,6734.46,6740.62,6818.75,6587.5,6421.88,6340.62,6528.12,6496.88,6525.0,6587.5
D341,166.13245910619705,6828.21,6831.25,6728.12,6818.75,6871.88,6831.25,6571.88,6475.0,6625.0,6587.5,6496.88,6671.88,6693.75
D342,255.8985592785908,6793.75,6700.0,6606.34,6709.46,6721.88,6762.5,6465.71,6325.0,6340.62,6515.62,6440.62,6512.5,6581.25
D343,72.86718344355353,6803.12,6700.0,6728.12,6709.46,6871.88,6775.0,6571.88,6337.5,6568.75,6540.62,6487.5,6578.12,6656.25
D344,8215.62,8096.88,8150.0,8156.25,8159.38,8253.12,8350.0,8453.12,8471.88,8459.38,8525.0,8618.75,8575.0,8581.25
D345,1942.8509565201837,8043.75,8087.5,8109.38,8084.38,8168.75,8278.12,8359.38,8362.5,8409.38,8431.25,8559.38,8503.12,8475.0
D346,2830.8842636073896,8093.75,8143.75,8131.25,8121.88,8250.0,8331.25,8434.38,8387.5,8440.62,8509.38,8581.25,8528.12,8581.25
D347,2007.4424038824939,7703.12,7787.5,7765.62,7615.62,7581.25,7581.25,7546.88,7556.25,7587.5,7671.88,7687.5,7634.38,7603.12
D348,1585.1317830655435,7743.75,7806.25,7765.62,7643.75,7590.62,7590.62,7575.0,7578.12,7678.12,7690.62,7700.0,7634.38,7650.0
D349,1226.986415774284,7687.5,7759.38,7706.25,7537.5,7537.5,7534.38,7515.62,7540.62,7565.62,7650.0,7615.62,7600.0,7603.12
D350,7712.5,7740.62,7778.12,7718.75,7550.0,7543.75,7562.5,7559.38,7556.25,7640.62,7671.88,7618.75,7615.62,7634.38
D351,1768.0018346831844,7800.0,7837.5,8021.88,7925.0,7887.5,7759.38,7831.25,7878.12,7800.0,7868.75,7978.12,7971.88,7978.12
D352,1881.5573450098154,7931.25,7893.75,8034.38,7978.12,7887.5,7800.0,7871.88,7906.25,7862.5,7962.5,8006.25,8018.75,7981.25
D353,1422.5020343576573,7793.75,7828.12,7940.62,7909.38,7753.12,7740.62,7818.75,7821.88,7768.75,7868.75,7928.12,7937.5,7943.75
D354,1842.5443659999107,7865.62,7868.75,7990.62,7943.75,7765.62,7796.88,7859.38,7828.12,7800.0,7934.38,7943.75,8009.38,7956.25
D355,6862.5,6931.25,6906.25,6934.38,6846.88,6925.0,7006.25,6953.12,6921.88,6896.88,6934.38,6918.75,6828.12,6940.62
D356,808.7554062462825,6956.25,6928.12,6953.12,6868.75,6984.38,7006.25,6975.0,6940.62,6925.0,6959.38,6925.0,6884.38,6940.62
D357,279.20286874169943,6859.38,6887.5,6875.0,6825.0,6918.75,6962.5,6943.75,6909.38,6881.25,6903.12,6846.88,6828.12,6909.38
D358,1629.5230244779343,6868.75,6921.88,6878.12,6862.5,6981.25,6987.5,6975.0,6921.88,6921.88,6906.25,6850.0,6884.38,6909.38
D359,1972.0021727192466,7150.0,7200.0,7231.25,7187.5,7150.0,7100.0,7168.75,7196.88,7181.25,7150.0,7209.38,7309.38,7353.12
D360,1767.0177144541667,7209.38,7218.75,7246.88,7187.5,7162.5,7143.75,7212.5,7231.25,7200.0,7253.12,7271.88,7371.88,7353.12
D361,965.3028239046575,7150.0,7184.38,7193.75,7150.0,7093.75,7090.62,7156.25,7187.5,7128.12,7109.38,7209.38,7309.38,7312.5
